method,size,question_id,gold_answer,k,majority_answer,sc_correct,pass1_correct,greedy_correct,greedy_answer,consistency_ratio,nli_score,n_parseable,n_with_reasoning,greedy_parseable,mean_output_chars,judge_score_first,judge_score_mean,judge_score_greedy
grpo,7b,277,4,5,2.65,False,False,True,4.0,0.25,0.7152683138847351,4,4,True,526.0,0.0,0.2,1.0
grpo,7b,282,195,5,195.0,True,True,True,195.0,1.0,0.7178986072540283,4,4,True,530.4,1.0,0.8,1.0
grpo,7b,286,90,5,90.0,True,True,True,90.0,1.0,0.2296571731567382,5,5,True,442.8,1.0,1.0,1.0
grpo,7b,289,16,5,16.0,True,False,True,16.0,0.6,0.1213187724351883,5,5,True,513.8,0.0,0.55,1.0
grpo,7b,291,2,5,2.0,True,True,True,2.0,1.0,0.260752409696579,4,4,True,574.2,1.0,0.8,1.0
grpo,7b,296,3,5,3.0,True,True,True,3.0,1.0,0.6052008867263794,5,5,True,601.0,1.0,1.0,1.0
grpo,7b,297,55,5,55.0,True,True,True,55.0,0.75,0.6070862412452698,4,4,True,539.6,1.0,0.6,1.0
grpo,7b,298,500,5,400.0,False,False,False,350.0,0.4,0.7564135789871216,5,5,True,585.6,0.25,0.30000000000000004,0.25
grpo,7b,309,8,5,8.0,True,True,True,8.0,1.0,0.0899546593427658,5,5,True,482.8,1.0,0.8500000000000001,1.0
grpo,7b,331,8400,5,8400.0,True,False,False,,1.0,0.468861311674118,1,1,False,525.2,0.0,0.2,0.0
grpo,7b,339,160,5,160.0,True,True,False,,0.8,0.3145917654037475,5,5,False,651.6,1.0,0.8,0.0
grpo,7b,342,87,5,87.0,True,True,True,87.0,1.0,0.8070646524429321,5,5,True,584.0,1.0,0.95,1.0
grpo,7b,344,2,5,2.0,True,True,True,2.0,1.0,0.6472907066345215,5,3,True,327.4,0.0,0.6,1.0
grpo,7b,346,9,5,9.0,True,True,True,9.0,1.0,0.4652566909790039,5,5,True,330.0,1.0,1.0,1.0
grpo,7b,351,10,5,10.0,True,False,True,10.0,0.8,0.8274776339530945,5,5,True,597.2,0.0,0.8,1.0
grpo,7b,352,21,5,21.0,True,True,True,21.0,1.0,0.7437168955802917,4,5,True,407.6,1.0,0.8,1.0
grpo,7b,365,18,5,18.0,True,True,True,18.0,1.0,0.3328573703765869,5,5,True,344.2,1.0,1.0,1.0
grpo,7b,367,19,5,19.0,True,False,True,19.0,1.0,0.9156680703163148,3,3,True,531.8,0.0,0.6,1.0
grpo,7b,371,50,5,100.0,False,False,False,100.0,0.4,0.0129072908312082,5,5,True,649.0,0.5,0.35,0.5
grpo,7b,377,50,5,50.0,True,True,True,50.0,1.0,0.9020987153053284,5,5,True,443.2,0.75,0.95,1.0
grpo,7b,409,168000,5,42000.0,False,False,False,,1.0,0.829420268535614,1,1,False,700.6,0.0,0.04999999999999999,0.0
grpo,7b,410,3,5,3.0,True,True,False,,1.0,0.1853507608175277,2,2,False,689.6,1.0,0.4,0.0
grpo,7b,411,1110,5,1110.0,True,True,False,,1.0,0.8376457691192627,3,3,False,632.8,1.0,0.55,0.0
grpo,7b,420,17000,5,17000.0,True,True,True,17000.0,1.0,0.8299762606620789,5,5,True,473.6,1.0,1.0,1.0
grpo,7b,422,284,5,480.0,False,False,False,424.0,0.4,0.8629598021507263,5,5,True,592.2,0.0,0.30000000000000004,0.5
grpo,7b,425,150,5,150.0,True,False,True,150.0,1.0,0.1759945303201675,2,3,True,741.2,0.0,0.4,1.0
grpo,7b,427,150,5,184.0,False,False,False,100.0,0.5,0.8419273495674133,2,3,True,623.4,0.0,0.0,0.0
grpo,7b,428,26,5,4.0,False,False,False,22.0,0.6,0.533153772354126,5,5,True,409.8,0.0,0.0,0.25
grpo,7b,430,132,5,132.0,True,False,False,,1.0,0.2331255674362182,2,3,False,591.4,0.0,0.4,0.0
grpo,7b,438,2,5,2.0,True,False,False,,0.6666666666666666,0.5260719060897827,3,3,False,752.0,0.0,0.44999999999999996,0.0
grpo,7b,451,11050,5,11050.0,True,True,True,11050.0,0.75,0.0040653245523571,4,3,True,345.4,1.0,0.5,1.0
grpo,7b,453,6400,5,6400.0,True,True,True,6400.0,1.0,0.7672324180603027,3,3,True,639.2,1.0,0.6,1.0
grpo,7b,462,71,5,71.0,True,True,True,71.0,1.0,0.4685193002223968,5,5,True,267.4,1.0,1.0,1.0
grpo,7b,478,621,5,621.0,True,True,True,621.0,1.0,0.3077405393123626,4,3,True,522.6,1.0,0.6,1.0
grpo,7b,485,220,5,220.0,True,True,True,220.0,1.0,0.7802432179450989,5,5,True,405.4,1.0,1.0,1.0
grpo,7b,486,6,5,6.0,True,True,True,6.0,1.0,0.0547293648123741,4,3,True,397.6,1.0,0.6,1.0
grpo,7b,493,25,5,25.0,True,False,False,,0.6,0.2954364717006683,5,5,False,577.2,0.5,0.75,0.0
grpo,7b,497,112,5,112.0,True,True,False,224.0,0.6666666666666666,0.5545262694358826,3,3,True,732.0,1.0,0.4,0.0
grpo,7b,506,144,5,144.0,True,True,True,144.0,0.6,0.7370477318763733,5,5,True,462.8,1.0,0.95,1.0
grpo,7b,522,29,5,29.0,True,True,True,29.0,0.8,0.8985185027122498,5,5,True,542.6,1.0,0.8,1.0
grpo,7b,526,21,5,144.0,False,False,False,0.0,1.0,0.9330885410308838,1,1,True,899.6,0.0,0.0,0.0
grpo,7b,527,48,5,48.0,True,True,True,48.0,1.0,0.3898425996303558,4,4,True,648.0,1.0,0.8,1.0
grpo,7b,532,25,5,33.0,False,False,True,25.0,0.4,0.4835322797298431,5,5,True,473.4,0.0,0.15000000000000002,1.0
grpo,7b,534,300,5,300.0,True,True,False,30.0,0.5,0.772165060043335,4,4,True,545.2,0.25,0.35,0.0
grpo,7b,535,16,5,16.0,True,True,True,16.0,1.0,0.2596989274024963,4,5,True,383.0,1.0,0.8,1.0
grpo,7b,548,100,5,100.0,True,True,True,100.0,1.0,0.7121319770812988,5,5,True,403.2,1.0,1.0,1.0
grpo,7b,549,398,5,398.0,True,False,True,398.0,0.6,0.7412898540496826,5,5,True,424.6,0.0,0.6,1.0
grpo,7b,552,450,5,450.0,True,True,True,450.0,1.0,0.5643038153648376,5,5,True,488.4,1.0,1.0,1.0
grpo,7b,554,54,5,54.0,True,True,True,54.0,0.8,0.5967931747436523,5,5,True,569.6,1.0,0.8500000000000001,1.0
grpo,7b,561,180,5,180.0,True,True,True,180.0,1.0,0.7607620358467102,5,5,True,566.0,1.0,0.95,1.0
grpo,7b,567,9,5,9.0,True,True,True,9.0,0.6,0.3603507876396179,5,5,True,491.4,1.0,1.0,1.0
grpo,7b,572,100,5,100.0,True,True,True,100.0,0.8,0.0634520649909973,5,5,True,704.4,1.0,0.8500000000000001,1.0
grpo,7b,575,36,5,36.0,True,False,True,36.0,0.6666666666666666,0.8501635789871216,3,4,True,627.4,0.0,0.5,1.0
grpo,7b,578,48,5,48.0,True,True,True,48.0,0.6,0.925046980381012,5,5,True,386.8,1.0,0.75,1.0
grpo,7b,584,2,5,0.5,False,False,False,,0.25,0.4125967025756836,4,4,False,683.0,0.0,0.2,0.0
grpo,7b,597,90,5,90.0,True,True,True,90.0,1.0,0.4254591464996338,5,5,True,464.0,1.0,0.95,1.0
grpo,7b,605,42,5,42.0,True,True,True,42.0,1.0,0.2044924348592758,3,4,True,641.0,1.0,0.6,1.0
grpo,7b,610,65960,5,65960.0,True,True,True,65960.0,1.0,0.7097556591033936,5,5,True,499.4,1.0,1.0,1.0
grpo,7b,626,72,5,72.0,True,True,True,72.0,1.0,0.8391306400299072,5,4,True,568.6,0.0,0.75,1.0
grpo,7b,628,4,5,4.0,True,False,False,,0.75,0.4280591905117035,4,4,False,597.0,0.0,0.6,0.0
grpo,7b,629,17500,5,17500.0,True,False,True,17500.0,1.0,0.5090886950492859,2,4,True,520.0,0.0,0.4,1.0
grpo,7b,631,4800,5,4800.0,True,True,False,5200.0,1.0,0.7680701017379761,4,4,True,514.2,1.0,0.8,0.25
grpo,7b,661,44,5,44.0,True,True,True,44.0,1.0,0.455459326505661,5,5,True,511.4,1.0,1.0,1.0
grpo,7b,666,120,5,120.0,True,False,False,,0.6666666666666666,0.3124240636825561,3,3,False,531.6,0.0,0.4,0.0
grpo,7b,668,3,5,3.0,True,True,True,3.0,1.0,0.5237420797348022,5,4,True,264.0,1.0,0.8,1.0
grpo,7b,670,4,5,4.0,True,True,True,4.0,1.0,0.2643385529518127,5,5,True,448.8,1.0,1.0,1.0
grpo,7b,677,36,5,36.0,True,True,True,36.0,1.0,0.1273130923509597,4,3,True,420.0,1.0,0.6,1.0
grpo,7b,679,576,5,576.0,True,True,True,576.0,1.0,0.3025862872600555,5,5,True,415.4,1.0,1.0,1.0
grpo,7b,701,200,5,80.0,False,False,True,200.0,0.25,0.8760364651679993,4,5,True,620.4,0.0,0.35,1.0
grpo,7b,704,50,5,50.0,True,True,True,50.0,0.6,0.3180441856384277,5,5,True,405.8,1.0,0.7,1.0
grpo,7b,705,120,5,120.0,True,True,True,120.0,1.0,0.6913118958473206,4,5,True,568.4,1.0,0.8,1.0
grpo,7b,706,9,5,9.0,True,True,True,9.0,0.4,0.0922373682260513,5,5,True,473.8,1.0,0.5,1.0
grpo,7b,710,45,5,45.0,True,False,False,,0.8,0.9003286957740784,5,4,False,454.0,0.5,0.7,0.0
grpo,7b,727,112,5,112.0,True,False,False,,1.0,0.5508366227149963,2,2,False,756.2,0.0,0.4,0.0
grpo,7b,736,3,5,3.0,True,True,True,3.0,1.0,0.4956497251987457,3,5,True,685.0,1.0,0.55,1.0
grpo,7b,755,7,5,7.0,True,True,True,7.0,1.0,0.3432039022445678,5,5,True,347.4,1.0,0.95,1.0
grpo,7b,759,60000,5,60000.0,True,True,True,60000.0,1.0,0.4436891376972198,5,5,True,476.0,1.0,1.0,1.0
grpo,7b,762,85,5,85.0,True,True,True,85.0,1.0,0.8807753324508667,5,5,True,498.4,1.0,1.0,1.0
grpo,7b,764,14,5,14.0,True,True,True,14.0,1.0,0.8970596790313721,4,5,True,380.6,1.0,0.8,1.0
grpo,7b,770,4,5,4.0,True,True,True,4.0,1.0,0.7149742841720581,5,5,True,612.6,1.0,1.0,1.0
grpo,7b,771,3,5,3.0,True,True,True,3.0,1.0,0.6912660598754883,5,5,True,523.2,1.0,1.0,1.0
grpo,7b,777,4400,5,1180.0,False,False,False,,0.5,0.8238458633422852,2,3,False,576.8,0.0,0.04999999999999999,0.0
grpo,7b,781,17,5,2.0,False,False,True,17.0,0.5,0.8676237463951111,4,4,True,445.8,0.25,0.30000000000000004,1.0
grpo,7b,783,4,5,4.0,True,True,False,6.0,0.5,0.0597635693848133,4,5,True,617.6,1.0,0.5,0.0
grpo,7b,792,75,5,75.0,True,True,True,75.0,1.0,0.8984625339508057,5,5,True,433.6,0.75,0.95,1.0
grpo,7b,793,250,5,250.0,True,False,True,250.0,1.0,0.0594317764043808,2,3,True,724.4,0.0,0.4,1.0
grpo,7b,802,6,5,6.0,True,False,True,6.0,1.0,0.6196902990341187,2,2,True,719.0,0.0,0.4,1.0
grpo,7b,803,9,5,9.0,True,True,True,9.0,1.0,0.4351136982440948,5,5,True,622.6,1.0,1.0,1.0
grpo,7b,806,70,5,76.0,False,False,True,70.0,0.5,0.6142355799674988,2,2,True,658.8,0.0,0.09999999999999998,1.0
grpo,7b,816,4500,5,4500.0,True,True,True,4500.0,1.0,0.0151369860395789,5,5,True,396.6,1.0,1.0,1.0
grpo,7b,839,2,5,2.0,True,True,True,2.0,1.0,0.4798093736171722,5,5,True,456.8,1.0,1.0,1.0
grpo,7b,842,10,5,10.0,True,True,True,10.0,1.0,0.6425482034683228,5,5,True,246.8,1.0,1.0,1.0
grpo,7b,846,11,5,11.0,True,True,True,11.0,1.0,0.4652368724346161,4,4,True,581.0,1.0,0.8,1.0
grpo,7b,852,123,5,123.0,True,False,True,123.0,0.6,0.5183783769607544,5,5,True,485.4,0.5,0.8999999999999999,1.0
grpo,7b,855,13,5,13.0,True,False,False,,1.0,0.527437150478363,4,4,False,577.6,0.0,0.8,0.0
grpo,7b,859,1520,5,1520.0,True,True,True,1520.0,0.8,0.7840078473091125,5,5,True,478.4,1.0,0.8999999999999999,1.0
grpo,7b,881,16,5,16.0,True,True,True,16.0,1.0,0.5380982756614685,5,5,True,503.2,1.0,1.0,1.0
grpo,7b,886,20,5,20.0,True,True,True,20.0,1.0,0.4497286081314087,5,5,True,517.6,1.0,1.0,1.0
grpo,7b,888,10,5,10.0,True,True,True,10.0,1.0,0.6590182781219482,4,4,True,344.4,1.0,0.8,1.0
grpo,7b,889,15,5,15.0,True,True,True,15.0,1.0,0.388069212436676,5,5,True,478.8,1.0,1.0,1.0
grpo,7b,894,26,5,72.0,False,False,False,,0.3333333333333333,0.651587724685669,3,3,False,614.0,0.0,0.2,0.0
grpo,7b,895,74,5,74.0,True,True,True,74.0,1.0,0.8299911022186279,5,5,True,539.8,1.0,1.0,1.0
grpo,7b,898,110,5,110.0,True,True,True,110.0,1.0,0.7923306822776794,5,5,True,412.8,1.0,1.0,1.0
grpo,7b,912,6,5,6.0,True,True,True,6.0,0.8,0.1154848858714103,5,5,True,512.0,1.0,0.8,1.0
grpo,7b,932,24,5,25.0,False,False,True,24.0,0.4,0.7334159016609192,5,5,True,595.6,0.25,0.4,1.0
grpo,7b,933,15,5,15.0,True,True,True,15.0,0.8,0.020747160539031,5,5,True,497.4,1.0,0.8500000000000001,1.0
grpo,7b,939,650,5,650.0,True,True,False,,0.5,0.0043056770227849,4,4,False,505.8,1.0,0.44999999999999996,0.0
grpo,7b,952,360,5,1800.0,False,False,False,1800.0,0.5,0.6460312008857727,4,5,True,581.8,0.5,0.25,0.25
grpo,7b,962,1000,5,1000.0,True,False,True,1000.0,0.8,0.8306970596313477,5,5,True,349.8,0.25,0.8,1.0
grpo,7b,963,147,5,147.0,True,False,False,,1.0,0.408189445734024,2,2,False,704.8,0.0,0.4,0.0
grpo,7b,970,33,5,33.0,True,True,True,33.0,1.0,0.1643438935279846,5,5,True,359.0,1.0,1.0,1.0
grpo,7b,973,79,5,79.0,True,True,True,79.0,0.8,0.6776263117790222,5,5,True,422.0,1.0,0.8,1.0
grpo,7b,1003,480,5,480.0,True,False,True,480.0,0.6666666666666666,0.4516026377677917,3,4,True,739.8,0.0,0.44999999999999996,1.0
grpo,7b,1004,8,5,8.0,True,True,True,8.0,1.0,0.2007105201482772,5,4,True,625.8,1.0,0.8,1.0
grpo,7b,1009,1875,5,,False,False,False,,0.0,0.0,0,1,False,682.8,0.0,0.0,0.0
grpo,7b,1018,60,5,60.0,True,True,True,60.0,1.0,0.4807763397693634,5,5,True,416.6,0.75,0.95,1.0
grpo,7b,1033,2,5,2.0,True,True,True,2.0,1.0,0.2735755443572998,4,4,True,753.2,0.75,0.75,1.0
grpo,7b,1036,10,5,10.0,True,True,True,10.0,1.0,0.4778141975402832,4,5,True,433.0,1.0,0.8,1.0
grpo,7b,1043,130000,5,130000.0,True,True,True,130000.0,1.0,0.9407559633255004,3,5,True,561.0,1.0,0.6,1.0
grpo,7b,1046,189,5,189.0,True,True,False,49.5,0.2,0.8603017330169678,5,5,True,587.0,1.0,0.30000000000000004,0.25
grpo,7b,1052,110,5,110.0,True,False,True,110.0,1.0,0.888192355632782,3,5,True,643.8,0.0,0.6,1.0
grpo,7b,1067,245,5,245.0,True,True,True,245.0,0.8,0.6921192407608032,5,5,True,634.6,1.0,0.8,1.0
grpo,7b,1068,24,5,24.0,True,False,True,24.0,0.8,0.5915037989616394,5,5,True,582.0,0.5,0.8999999999999999,1.0
grpo,7b,1083,2,5,2.0,True,True,True,2.0,1.0,0.4757445454597473,5,5,True,525.0,1.0,1.0,1.0
grpo,7b,1089,32,5,10.67,False,False,True,32.0,0.4,0.7189327478408813,5,5,True,499.0,0.25,0.55,1.0
grpo,7b,1090,72,5,72.0,True,True,True,72.0,1.0,0.3356995284557342,5,5,True,310.0,1.0,1.0,1.0
grpo,7b,1091,1000,5,1000.0,True,True,True,1000.0,1.0,0.8674758076667786,5,5,True,331.2,1.0,0.95,1.0
grpo,7b,1092,1080,5,1080.0,True,True,False,2160.0,0.8,0.8099748492240906,5,5,True,485.4,1.0,0.8,0.0
grpo,7b,1096,240,5,240.0,True,True,False,,1.0,0.6827512979507446,4,5,False,673.0,0.75,0.75,0.0
grpo,7b,1100,5,5,5.0,True,True,True,5.0,1.0,0.0266588237136602,5,5,True,536.4,1.0,1.0,1.0
grpo,7b,1112,5,5,5.0,True,True,True,5.0,1.0,0.0426416099071502,4,4,True,344.2,1.0,0.8,1.0
grpo,7b,1113,-3,5,-3.0,True,True,True,-3.0,1.0,0.0065650991164147,5,5,True,387.4,1.0,1.0,1.0
grpo,7b,1115,5,5,5.0,True,True,False,7.0,0.25,0.4292789101600647,4,4,True,500.8,1.0,0.25,0.0
grpo,7b,1118,5,5,5.0,True,False,True,5.0,1.0,0.1658596396446228,1,2,True,744.4,0.0,0.2,1.0
grpo,7b,1122,18,5,,False,False,False,,0.0,0.0,0,1,False,800.2,0.0,0.0,0.0
grpo,7b,1128,9,5,9.0,True,True,True,9.0,0.8,0.2181459963321685,5,4,True,295.6,1.0,0.8,1.0
grpo,7b,1131,96,5,96.0,True,True,True,96.0,1.0,0.7828161716461182,5,5,True,403.6,1.0,1.0,1.0
grpo,7b,1143,300,5,300.0,True,False,True,300.0,1.0,0.3941957056522369,3,3,True,313.4,0.0,0.6,1.0
grpo,7b,1149,93,5,93.0,True,False,False,90.0,0.6,0.5345849394798279,5,5,True,308.6,0.25,0.75,0.5
grpo,7b,1158,7300,5,10.0,False,False,True,7300.0,0.3333333333333333,0.2509951889514923,3,4,True,664.2,0.0,0.04999999999999999,1.0
grpo,7b,1171,3160,5,3160.0,True,True,True,3160.0,0.75,0.4314345717430115,4,5,True,626.6,1.0,0.65,1.0
grpo,7b,1182,1800,5,1800.0,True,False,False,,0.6666666666666666,0.5781115889549255,3,4,False,541.8,0.0,0.44999999999999996,0.0
grpo,7b,1192,280,5,280.0,True,True,True,280.0,0.75,0.6548390984535217,4,4,True,663.0,1.0,0.7,1.0
grpo,7b,1205,4,5,4.0,True,True,True,4.0,1.0,0.370942622423172,5,5,True,551.4,1.0,1.0,1.0
grpo,7b,1211,448,5,448.0,True,True,True,448.0,1.0,0.3605083227157593,5,5,True,429.8,1.0,1.0,1.0
grpo,7b,1221,10,5,10.0,True,True,True,10.0,1.0,0.0063161072321236,4,4,True,479.0,1.0,0.8,1.0
grpo,7b,1223,8,5,8.0,True,False,True,8.0,1.0,0.5883156061172485,3,3,True,390.8,0.0,0.6,1.0
grpo,7b,1225,3,5,3.0,True,True,True,3.0,1.0,0.1482508033514022,5,5,True,605.8,1.0,1.0,1.0
grpo,7b,1237,78,5,78.0,True,True,True,78.0,0.8,0.6333155632019043,5,5,True,424.6,1.0,0.8999999999999999,1.0
grpo,7b,1261,235,5,235.0,True,True,True,235.0,0.75,0.2359808385372162,4,5,True,472.0,1.0,0.8,1.0
grpo,7b,1274,38,5,38.0,True,True,True,38.0,1.0,0.637235164642334,5,5,True,337.4,1.0,1.0,1.0
grpo,7b,1276,70,5,70.0,True,True,True,70.0,1.0,0.5824254155158997,5,5,True,508.6,1.0,1.0,1.0
grpo,7b,1277,48,5,48.0,True,True,True,48.0,1.0,0.8179731369018555,5,5,True,401.4,1.0,1.0,1.0
grpo,7b,1284,25,5,25.0,True,True,True,25.0,1.0,0.0216757878661155,5,5,True,572.6,1.0,1.0,1.0
grpo,7b,1295,2,5,0.0,False,False,True,2.0,0.5,0.6446608901023865,2,5,True,724.2,0.0,0.25,1.0
grpo,7b,1303,4,5,4.0,True,False,True,4.0,1.0,0.6294621825218201,2,2,True,884.6,0.0,0.4,1.0
grpo,7b,1305,2325,5,2325.0,True,True,True,2325.0,1.0,0.8085112571716309,5,5,True,514.0,1.0,1.0,1.0
