method,size,question_id,gold_answer,k,majority_answer,sc_correct,pass1_correct,greedy_correct,greedy_answer,consistency_ratio,nli_score,n_parseable,n_with_reasoning,greedy_parseable,mean_output_chars,judge_score_first,judge_score_mean,judge_score_greedy
dpo,14b,254,84,5,84.0,True,True,True,84.0,1.0,0.4469690322875976,5,5,True,506.4,1.0,0.95,1.0
dpo,14b,259,168,5,168.0,True,True,True,168.0,1.0,0.4224007129669189,2,2,True,763.2,1.0,0.4,1.0
dpo,14b,261,62,5,62.0,True,True,True,62.0,1.0,0.0128708686679601,5,5,True,601.4,0.75,0.95,1.0
dpo,14b,265,9500,5,,False,False,False,,0.0,0.0,0,2,False,651.6,0.0,0.0,0.0
dpo,14b,270,762,5,762.0,True,True,True,762.0,1.0,0.4858567714691162,5,5,True,388.8,1.0,1.0,1.0
dpo,14b,277,4,5,4.0,True,True,True,4.0,1.0,0.2595874369144439,5,5,True,712.4,1.0,1.0,1.0
dpo,14b,282,195,5,195.0,True,True,True,195.0,1.0,0.5201049447059631,4,5,True,711.2,1.0,0.8,1.0
dpo,14b,286,90,5,90.0,True,True,True,90.0,1.0,0.4708590507507324,4,4,True,679.2,1.0,0.8,1.0
dpo,14b,289,16,5,16.0,True,True,True,16.0,1.0,0.5088103413581848,4,5,True,700.6,0.75,0.75,1.0
dpo,14b,291,2,5,2.0,True,True,True,2.0,1.0,0.219610720872879,4,5,True,778.8,1.0,0.8,1.0
dpo,14b,296,3,5,3.0,True,True,True,3.0,1.0,0.061414111405611,2,3,True,769.4,1.0,0.4,1.0
dpo,14b,297,55,5,55.0,True,True,True,55.0,1.0,0.7170723676681519,4,5,True,702.6,1.0,0.7,1.0
dpo,14b,298,500,5,400.0,False,False,True,500.0,0.8,0.641746461391449,5,5,True,686.0,0.25,0.09999999999999998,1.0
dpo,14b,309,8,5,8.0,True,True,True,8.0,1.0,0.1985010653734207,5,5,True,712.8,1.0,1.0,1.0
dpo,14b,331,8400,5,,False,False,False,,0.0,0.0,0,1,False,654.6,0.0,0.0,0.0
dpo,14b,339,160,5,,False,False,False,,0.0,0.0,0,0,False,748.6,0.0,0.0,0.0
dpo,14b,342,87,5,87.0,True,True,True,87.0,1.0,0.8033527731895447,5,4,True,653.8,1.0,0.8,1.0
dpo,14b,344,2,5,2.0,True,True,True,2.0,1.0,0.3467012345790863,4,4,True,590.8,1.0,0.8,1.0
dpo,14b,346,9,5,9.0,True,True,True,9.0,1.0,0.1150652021169662,4,4,True,525.6,1.0,0.8,1.0
dpo,14b,351,10,5,10.0,True,True,True,10.0,1.0,0.7071947455406189,3,3,True,638.0,1.0,0.6,1.0
dpo,14b,352,21,5,21.0,True,True,True,21.0,1.0,0.3231559097766876,5,5,True,384.6,1.0,1.0,1.0
dpo,14b,365,18,5,18.0,True,True,True,18.0,1.0,0.205792024731636,5,5,True,406.0,1.0,1.0,1.0
dpo,14b,367,19,5,19.0,True,True,True,19.0,0.8,0.6606246829032898,5,5,True,742.6,1.0,0.8500000000000001,1.0
dpo,14b,371,50,5,50.0,True,True,True,50.0,1.0,0.7177550196647644,5,5,True,625.8,1.0,1.0,1.0
dpo,14b,377,50,5,50.0,True,True,True,50.0,1.0,0.4673162400722503,5,5,True,650.8,1.0,1.0,1.0
dpo,14b,409,168000,5,,False,False,False,,0.0,0.0,0,0,False,919.0,0.0,0.0,0.0
dpo,14b,410,3,5,3.0,True,True,True,3.0,0.75,0.0305660180747509,4,5,True,669.0,1.0,0.8,1.0
dpo,14b,411,1110,5,1110.0,True,True,True,1110.0,1.0,0.6665155291557312,4,3,True,719.0,1.0,0.6,1.0
dpo,14b,420,17000,5,17000.0,True,True,True,17000.0,1.0,0.5078425407409668,5,5,True,587.4,1.0,1.0,1.0
dpo,14b,422,284,5,284.0,True,True,False,324.0,0.25,0.45687136054039,4,5,True,735.8,1.0,0.30000000000000004,0.0
dpo,14b,425,150,5,150.0,True,True,True,150.0,1.0,0.483685702085495,5,5,True,583.8,1.0,1.0,1.0
dpo,14b,427,150,5,150.0,True,False,True,150.0,1.0,0.4060492813587188,2,2,True,708.0,0.0,0.4,1.0
dpo,14b,428,26,5,4.0,False,False,False,,0.5,0.0712674036622047,4,3,False,779.2,0.0,0.09999999999999998,0.0
dpo,14b,430,132,5,132.0,True,True,True,132.0,0.6,0.9108208417892456,5,5,True,494.4,1.0,1.0,1.0
dpo,14b,438,2,5,2.0,True,False,True,2.0,1.0,0.3167445659637451,1,2,True,738.4,0.0,0.2,1.0
dpo,14b,451,11050,5,11050.0,True,False,False,,1.0,0.7648891806602478,1,2,False,715.8,0.0,0.2,0.0
dpo,14b,453,6400,5,6400.0,True,False,True,6400.0,1.0,0.4591735303401947,1,1,True,742.6,0.0,0.2,1.0
dpo,14b,462,71,5,71.0,True,True,True,71.0,1.0,0.4384061396121979,5,5,True,302.2,1.0,1.0,1.0
dpo,14b,478,621,5,621.0,True,True,True,621.0,1.0,0.6842343211174011,5,5,True,667.6,0.75,0.95,1.0
dpo,14b,485,220,5,220.0,True,True,True,220.0,1.0,0.3042052686214447,5,5,True,502.8,1.0,1.0,1.0
dpo,14b,486,6,5,6.0,True,True,True,6.0,1.0,0.1599773615598678,5,5,True,661.8,1.0,1.0,1.0
dpo,14b,493,25,5,25.0,True,False,True,25.0,1.0,0.2890838384628296,1,2,True,794.4,0.0,0.2,1.0
dpo,14b,497,112,5,112.0,True,True,True,112.0,1.0,0.363678902387619,5,5,True,431.4,1.0,1.0,1.0
dpo,14b,506,144,5,144.0,True,True,False,288.0,0.8,0.4807011187076568,5,5,True,445.4,1.0,1.0,0.0
dpo,14b,522,29,5,29.0,True,True,True,29.0,1.0,0.3321601748466491,5,5,True,631.8,1.0,1.0,1.0
dpo,14b,526,21,5,21.0,True,True,True,21.0,1.0,0.3095955848693847,3,3,True,775.4,1.0,0.6,1.0
dpo,14b,527,48,5,48.0,True,True,True,48.0,1.0,0.6830093264579773,5,5,True,602.6,1.0,1.0,1.0
dpo,14b,532,25,5,25.0,True,True,True,25.0,1.0,0.3680983185768127,3,3,True,656.2,1.0,0.55,1.0
dpo,14b,534,300,5,300.0,True,True,True,300.0,1.0,0.3577384352684021,5,4,True,601.2,1.0,0.8,1.0
dpo,14b,535,16,5,16.0,True,True,True,16.0,1.0,0.0860503911972045,5,5,True,597.0,1.0,1.0,1.0
dpo,14b,548,100,5,100.0,True,True,True,100.0,1.0,0.5821738243103027,5,5,True,447.0,1.0,1.0,1.0
dpo,14b,549,398,5,398.0,True,True,True,398.0,0.8,0.7754715085029602,5,5,True,690.2,1.0,1.0,1.0
dpo,14b,552,450,5,450.0,True,True,False,,1.0,0.7127441167831421,4,4,False,650.6,1.0,0.8,0.0
dpo,14b,554,54,5,54.0,True,True,True,54.0,1.0,0.3306518793106079,4,4,True,759.0,1.0,0.8,1.0
dpo,14b,561,180,5,180.0,True,True,True,180.0,1.0,0.4017253518104553,4,4,True,671.8,1.0,0.75,1.0
dpo,14b,567,9,5,9.0,True,True,True,9.0,0.8,0.4827603697776794,5,5,True,655.0,1.0,1.0,1.0
dpo,14b,572,100,5,100.0,True,True,True,100.0,1.0,0.169909730553627,2,3,True,824.8,1.0,0.4,1.0
dpo,14b,575,36,5,36.0,True,True,True,36.0,1.0,0.4426498711109161,4,4,True,667.2,1.0,0.8,1.0
dpo,14b,578,48,5,48.0,True,True,True,48.0,1.0,0.8794928193092346,4,4,True,559.6,1.0,0.8,1.0
dpo,14b,584,2,5,,False,False,False,,0.0,0.0,0,0,False,754.8,0.0,0.0,0.0
dpo,14b,597,90,5,90.0,True,True,True,90.0,1.0,0.2223676741123199,4,5,True,693.6,1.0,0.8,1.0
dpo,14b,605,42,5,42.0,True,False,True,42.0,1.0,0.8364812731742859,1,2,True,699.8,0.0,0.2,1.0
dpo,14b,610,65960,5,64960.0,False,False,False,,0.5,0.0966336727142334,4,5,False,652.2,0.5,0.5,0.0
dpo,14b,626,72,5,72.0,True,True,True,72.0,1.0,0.7434253096580505,5,5,True,606.4,1.0,1.0,1.0
dpo,14b,628,4,5,4.0,True,True,True,4.0,1.0,0.0442003607749938,5,5,True,534.6,1.0,0.95,1.0
dpo,14b,629,17500,5,,False,False,False,,0.0,0.0,0,2,False,705.4,0.0,0.0,0.0
dpo,14b,631,4800,5,4800.0,True,False,True,4800.0,1.0,0.5437545776367188,2,2,True,731.2,0.0,0.4,1.0
dpo,14b,661,44,5,44.0,True,True,True,44.0,1.0,0.4860308766365051,4,4,True,694.6,1.0,0.8,1.0
dpo,14b,666,120,5,120.0,True,True,True,120.0,1.0,0.2492381930351257,3,3,True,624.8,1.0,0.6,1.0
dpo,14b,668,3,5,3.0,True,True,True,3.0,1.0,0.0412828810513019,5,5,True,662.8,0.75,0.8999999999999999,1.0
dpo,14b,670,4,5,4.0,True,True,True,4.0,1.0,0.0606609880924224,5,5,True,635.0,1.0,1.0,1.0
dpo,14b,677,36,5,36.0,True,True,True,36.0,1.0,0.4145479202270508,5,5,True,369.4,1.0,1.0,1.0
dpo,14b,679,576,5,576.0,True,True,True,576.0,1.0,0.5704821348190308,5,5,True,546.0,1.0,1.0,1.0
dpo,14b,701,200,5,200.0,True,True,False,,1.0,0.5253977179527283,3,3,False,743.4,1.0,0.6,0.0
dpo,14b,704,50,5,50.0,True,True,True,50.0,1.0,0.2763774394989013,5,5,True,485.0,1.0,1.0,1.0
dpo,14b,705,120,5,120.0,True,True,True,120.0,1.0,0.1026013866066932,5,5,True,614.2,1.0,1.0,1.0
dpo,14b,706,9,5,9.0,True,True,True,9.0,1.0,0.5726860761642456,5,5,True,562.0,1.0,1.0,1.0
dpo,14b,710,45,5,,False,False,True,45.0,0.0,0.0,0,2,True,651.6,0.0,0.0,1.0
dpo,14b,727,112,5,,False,False,False,,0.0,0.0,0,1,False,876.2,0.0,0.0,0.0
dpo,14b,736,3,5,3.0,True,False,True,3.0,1.0,0.0997967794537544,3,3,True,603.2,0.0,0.6,1.0
dpo,14b,755,7,5,7.0,True,True,True,7.0,1.0,0.4375489354133606,5,5,True,469.8,1.0,0.95,1.0
dpo,14b,759,60000,5,60000.0,True,True,True,60000.0,1.0,0.0360578633844852,4,4,True,624.2,1.0,0.8,1.0
dpo,14b,762,85,5,85.0,True,True,True,85.0,1.0,0.7312914133071899,5,5,True,517.0,1.0,1.0,1.0
dpo,14b,764,14,5,14.0,True,True,True,14.0,1.0,0.1187103539705276,5,5,True,532.0,0.75,0.8999999999999999,1.0
dpo,14b,770,4,5,4.0,True,True,True,4.0,1.0,0.1295998841524124,5,5,True,601.6,1.0,1.0,1.0
dpo,14b,771,3,5,3.0,True,True,True,3.0,1.0,0.3426719903945923,5,5,True,560.2,1.0,1.0,1.0
dpo,14b,777,4400,5,,False,False,False,,0.0,0.0,0,1,False,746.0,0.0,0.0,0.0
dpo,14b,781,17,5,17.0,True,True,True,17.0,1.0,0.5916302800178528,5,5,True,460.6,1.0,1.0,1.0
dpo,14b,783,4,5,,False,False,False,,0.0,0.0,0,0,False,736.2,0.0,0.0,0.0
dpo,14b,792,75,5,75.0,True,True,True,75.0,0.8,0.7198880910873413,5,5,True,614.4,1.0,0.95,1.0
dpo,14b,793,250,5,250.0,True,True,True,250.0,1.0,0.0410006009042263,4,5,True,780.2,1.0,0.8,1.0
dpo,14b,802,6,5,,False,False,False,,0.0,0.0,0,0,False,787.4,0.0,0.0,0.0
dpo,14b,803,9,5,9.0,True,True,True,9.0,1.0,0.0656264498829841,5,5,True,710.6,1.0,1.0,1.0
dpo,14b,806,70,5,,False,False,False,,0.0,0.0,0,0,False,798.0,0.0,0.0,0.0
dpo,14b,816,4500,5,4500.0,True,True,True,4500.0,1.0,0.0032525060232728,5,5,True,537.0,1.0,1.0,1.0
dpo,14b,839,2,5,2.0,True,True,True,2.0,1.0,0.1685982346534729,5,5,True,627.0,1.0,1.0,1.0
dpo,14b,842,10,5,10.0,True,True,True,10.0,1.0,0.0604127869009971,5,5,True,536.2,1.0,1.0,1.0
dpo,14b,846,11,5,11.0,True,True,True,11.0,1.0,0.0725582987070083,4,4,True,814.4,1.0,0.8,1.0
dpo,14b,852,123,5,123.0,True,True,True,123.0,1.0,0.6587241888046265,5,5,True,799.0,1.0,0.95,1.0
dpo,14b,855,13,5,,False,False,True,13.0,0.0,0.0,0,0,True,734.4,0.0,0.0,1.0
dpo,14b,859,1520,5,1520.0,True,True,True,1520.0,1.0,0.6925721168518066,4,4,True,689.6,1.0,0.8,1.0
dpo,14b,881,16,5,16.0,True,True,True,16.0,1.0,0.7101101875305176,5,5,True,584.4,1.0,1.0,1.0
dpo,14b,886,20,5,20.0,True,True,True,20.0,1.0,0.3129552006721496,5,5,True,602.0,1.0,1.0,1.0
dpo,14b,888,10,5,10.0,True,True,True,10.0,1.0,0.0426812022924423,5,5,True,431.8,1.0,0.95,1.0
dpo,14b,889,15,5,15.0,True,True,True,15.0,1.0,0.1262839138507843,4,4,True,682.0,1.0,0.75,1.0
dpo,14b,894,26,5,,False,False,False,,0.0,0.0,0,0,False,897.6,0.0,0.0,0.0
dpo,14b,895,74,5,74.0,True,True,True,74.0,1.0,0.4539848566055298,4,4,True,521.2,1.0,0.8,1.0
dpo,14b,898,110,5,110.0,True,True,True,110.0,1.0,0.7789302468299866,5,5,True,473.0,1.0,1.0,1.0
dpo,14b,912,6,5,6.0,True,True,True,6.0,1.0,0.3977308571338653,5,5,True,615.4,1.0,1.0,1.0
dpo,14b,932,24,5,24.0,True,False,True,24.0,1.0,0.4657336771488189,4,5,True,780.8,0.0,0.8,1.0
dpo,14b,933,15,5,15.0,True,False,True,15.0,1.0,0.3996534645557403,4,4,True,602.6,0.0,0.8,1.0
dpo,14b,939,650,5,650.0,True,True,True,650.0,0.75,0.3193522691726684,4,5,True,724.0,1.0,0.8,1.0
dpo,14b,952,360,5,1800.0,False,False,False,,1.0,0.1436470448970794,5,5,False,613.2,1.0,0.7,0.0
dpo,14b,962,1000,5,600.0,False,False,False,600.0,1.0,0.8651779294013977,5,4,True,480.4,0.0,0.35,1.0
dpo,14b,963,147,5,,False,False,False,,0.0,0.0,0,0,False,661.0,0.0,0.0,0.0
dpo,14b,970,33,5,33.0,True,True,True,33.0,1.0,0.4891312718391418,5,5,True,711.4,1.0,1.0,1.0
dpo,14b,973,79,5,79.0,True,True,True,79.0,1.0,0.4602304697036743,5,5,True,458.2,1.0,1.0,1.0
dpo,14b,1003,480,5,480.0,True,True,True,480.0,1.0,0.7440679669380188,4,4,True,806.6,1.0,0.8,1.0
dpo,14b,1004,8,5,8.0,True,True,False,,1.0,0.0547761805355548,5,5,False,772.0,1.0,1.0,0.0
dpo,14b,1009,1875,5,1875.0,True,False,False,,1.0,0.4557885229587555,1,1,False,582.0,0.0,0.2,0.0
dpo,14b,1018,60,5,60.0,True,True,True,60.0,1.0,0.1540713757276535,5,5,True,548.6,1.0,1.0,1.0
dpo,14b,1033,2,5,2.0,True,True,True,2.0,1.0,0.15425805747509,5,5,True,767.2,1.0,1.0,1.0
dpo,14b,1036,10,5,10.0,True,True,True,10.0,1.0,0.0019546535331755,5,5,True,565.6,1.0,1.0,1.0
dpo,14b,1043,130000,5,130000.0,True,True,True,130000.0,1.0,0.0744319632649421,5,5,True,642.8,1.0,1.0,1.0
dpo,14b,1046,189,5,47.25,False,False,False,,0.6666666666666666,0.5028886198997498,3,3,False,742.0,0.0,0.44999999999999996,0.0
dpo,14b,1052,110,5,110.0,True,True,True,110.0,1.0,0.4348959028720855,5,5,True,619.6,1.0,1.0,1.0
dpo,14b,1067,245,5,24500.0,False,False,True,245.0,0.6666666666666666,0.1642991155385971,3,3,True,788.0,0.75,0.55,1.0
dpo,14b,1068,24,5,24.0,True,True,False,,1.0,0.3677473068237304,5,5,False,788.0,1.0,1.0,0.0
dpo,14b,1083,2,5,2.0,True,False,False,,1.0,0.294788509607315,3,3,False,789.4,0.0,0.6,0.0
dpo,14b,1089,32,5,32.0,True,True,True,32.0,1.0,0.4435472786426544,5,5,True,604.6,1.0,1.0,1.0
dpo,14b,1090,72,5,72.0,True,True,True,72.0,1.0,0.2015019506216049,5,5,True,585.6,0.75,0.95,1.0
dpo,14b,1091,1000,5,1000.0,True,True,True,1000.0,1.0,0.1676153689622879,4,4,True,625.0,1.0,0.8,1.0
dpo,14b,1092,1080,5,1080.0,True,True,True,1080.0,0.6666666666666666,0.2732742130756378,3,3,True,785.4,1.0,0.44999999999999996,1.0
dpo,14b,1096,240,5,240.0,True,False,False,,0.6666666666666666,0.7804763317108154,3,3,False,777.6,0.5,0.5,0.0
dpo,14b,1100,5,5,5.0,True,True,True,5.0,1.0,0.2727095484733581,5,5,True,551.2,1.0,1.0,1.0
dpo,14b,1112,5,5,5.0,True,False,True,5.0,1.0,0.0503685548901557,3,4,True,767.8,0.0,0.6,1.0
dpo,14b,1113,-3,5,-3.0,True,True,True,-3.0,1.0,0.3899990022182464,5,5,True,408.6,1.0,1.0,1.0
dpo,14b,1115,5,5,5.0,True,True,True,5.0,1.0,0.0241692084819078,5,5,True,542.2,1.0,1.0,1.0
dpo,14b,1118,5,5,5.0,True,False,False,,1.0,0.5475172400474548,2,3,False,803.6,0.0,0.4,0.0
dpo,14b,1122,18,5,,False,False,False,,0.0,0.0,0,0,False,806.0,0.0,0.0,0.0
dpo,14b,1128,9,5,9.0,True,True,True,9.0,1.0,0.3216478824615478,5,5,True,497.0,1.0,1.0,1.0
dpo,14b,1131,96,5,96.0,True,True,True,96.0,1.0,0.6890698075294495,5,5,True,587.2,1.0,1.0,1.0
dpo,14b,1143,300,5,300.0,True,True,True,300.0,1.0,0.094779372215271,5,5,True,628.4,1.0,0.8999999999999999,1.0
dpo,14b,1149,93,5,93.0,True,True,True,93.0,1.0,0.4146755635738373,5,5,True,383.4,1.0,1.0,1.0
dpo,14b,1158,7300,5,7300.0,True,True,True,7300.0,1.0,0.3145772814750671,4,5,True,685.8,1.0,0.75,1.0
dpo,14b,1171,3160,5,3160.0,True,False,False,,1.0,0.7699170112609863,1,1,False,774.2,0.0,0.2,0.0
dpo,14b,1182,1800,5,1800.0,True,True,True,1800.0,1.0,0.3456834554672241,5,5,True,505.6,1.0,1.0,1.0
dpo,14b,1192,280,5,280.0,True,True,True,280.0,1.0,0.2642357349395752,5,5,True,633.4,1.0,1.0,1.0
dpo,14b,1205,4,5,4.0,True,True,True,4.0,1.0,0.0508260391652584,3,4,True,759.0,1.0,0.6,1.0
dpo,14b,1211,448,5,448.0,True,True,True,448.0,1.0,0.6320500373840332,5,5,True,654.2,1.0,1.0,1.0
dpo,14b,1221,10,5,10.0,True,True,True,10.0,1.0,0.019349904730916,5,5,True,721.2,1.0,1.0,1.0
dpo,14b,1223,8,5,8.0,True,True,True,8.0,0.8,0.4001953601837158,5,5,True,565.4,0.75,0.95,1.0
dpo,14b,1225,3,5,3.0,True,False,False,,1.0,0.0826506838202476,2,2,False,637.2,0.0,0.4,0.0
dpo,14b,1237,78,5,78.0,True,True,True,78.0,1.0,0.3737855553627014,5,5,True,807.4,1.0,1.0,1.0
dpo,14b,1261,235,5,235.0,True,True,True,235.0,1.0,0.3335349857807159,4,5,True,501.2,1.0,0.8,1.0
dpo,14b,1274,38,5,38.0,True,True,True,38.0,1.0,0.4846706688404083,5,4,True,470.8,1.0,0.8,1.0
dpo,14b,1276,70,5,70.0,True,True,True,70.0,1.0,0.6451313495635986,5,5,True,601.0,1.0,0.95,1.0
dpo,14b,1277,48,5,48.0,True,True,True,48.0,1.0,0.8469339609146118,5,5,True,616.6,1.0,0.8999999999999999,1.0
dpo,14b,1284,25,5,25.0,True,True,True,25.0,1.0,0.3534305095672607,5,5,True,747.4,1.0,1.0,1.0
dpo,14b,1295,2,5,2.0,True,True,True,2.0,1.0,0.3357197642326355,4,4,True,795.6,1.0,0.8,1.0
dpo,14b,1303,4,5,4.0,True,True,False,,1.0,0.0729772597551345,5,5,False,731.2,1.0,1.0,0.0
dpo,14b,1305,2325,5,2325.0,True,True,True,2325.0,1.0,0.2813714444637298,5,5,True,526.8,1.0,0.95,1.0
