method,size,question_id,gold_answer,k,majority_answer,sc_correct,pass1_correct,greedy_correct,greedy_answer,consistency_ratio,nli_score,n_parseable,n_with_reasoning,greedy_parseable,mean_output_chars,judge_score_first,judge_score_mean,judge_score_greedy
dpo,1.5b,155,280,5,280.0,True,False,True,280.0,1.0,0.0053999568335711,1,3,True,642.6,0.0,0.2,1.0
dpo,1.5b,175,15,5,,False,False,True,15.0,0.0,0.0,0,0,True,933.0,0.0,0.0,1.0
dpo,1.5b,184,25,5,,False,False,False,,0.0,0.0,0,0,False,936.8,0.0,0.0,0.0
dpo,1.5b,192,91,5,35.0,False,False,False,,1.0,0.5060016512870789,1,1,False,839.0,0.0,0.0,0.0
dpo,1.5b,196,120,5,120.0,True,False,True,120.0,0.6666666666666666,0.2052572518587112,3,3,True,845.2,0.0,0.4,1.0
dpo,1.5b,208,76,5,76.0,True,True,True,76.0,1.0,0.340258240699768,4,4,True,563.0,1.0,0.8,1.0
dpo,1.5b,210,10,5,,False,False,False,,0.0,0.0,0,1,False,983.2,0.0,0.0,0.0
dpo,1.5b,218,45,5,200.0,False,False,False,,1.0,0.0045498209074139,1,1,False,853.0,0.0,0.09999999999999998,0.0
dpo,1.5b,220,70,5,70.0,True,True,True,70.0,1.0,0.4429418742656708,4,4,True,827.8,1.0,0.8,1.0
dpo,1.5b,221,90,5,90.0,True,True,True,90.0,0.75,0.4502806663513183,4,5,True,734.8,1.0,0.65,1.0
dpo,1.5b,231,50,5,50.0,True,False,True,50.0,1.0,0.3534934520721435,2,4,True,675.0,0.0,0.4,1.0
dpo,1.5b,233,12,5,12.0,True,True,True,12.0,0.75,0.2185100018978119,4,5,True,701.0,0.75,0.55,1.0
dpo,1.5b,239,280,5,280.0,True,False,True,280.0,1.0,0.7429987788200378,1,1,True,830.4,0.0,0.2,1.0
dpo,1.5b,240,21,5,21.0,True,True,True,21.0,0.8,0.6432106494903564,5,5,True,709.8,1.0,0.75,1.0
dpo,1.5b,243,250,5,250.0,True,True,False,850.0,0.6666666666666666,0.7406108379364014,3,3,True,819.0,0.75,0.44999999999999996,0.0
dpo,1.5b,247,32,5,32.0,True,False,True,32.0,0.6,0.72878098487854,5,5,True,613.0,0.0,0.6,1.0
dpo,1.5b,254,84,5,84.0,True,True,True,84.0,0.4,0.3828178644180298,5,5,True,752.2,1.0,0.6,1.0
dpo,1.5b,259,168,5,160.0,False,False,False,,1.0,0.0036839677486568,1,2,False,804.8,0.5,0.09999999999999998,0.0
dpo,1.5b,261,62,5,62.0,True,True,True,62.0,1.0,0.845825731754303,5,5,True,580.0,1.0,1.0,1.0
dpo,1.5b,265,9500,5,9500.0,True,False,False,,1.0,0.0202037189155817,1,3,False,853.2,0.0,0.2,0.0
dpo,1.5b,270,762,5,762.0,True,True,False,,0.75,0.797640323638916,4,5,False,480.8,1.0,0.7,0.0
dpo,1.5b,277,4,5,4.0,True,False,False,,0.5,0.1109097972512245,4,4,False,664.4,0.5,0.55,0.0
dpo,1.5b,282,195,5,96.0,False,False,True,195.0,0.2,0.0017084999708458,5,4,True,813.8,0.5,0.35,1.0
dpo,1.5b,286,90,5,90.0,True,False,True,90.0,0.6666666666666666,0.6432353854179382,3,5,True,739.8,0.0,0.44999999999999996,1.0
dpo,1.5b,289,16,5,16.0,True,False,True,16.0,1.0,0.6544737219810486,4,4,True,782.8,0.0,0.8,1.0
dpo,1.5b,291,2,5,2.0,True,False,True,2.0,1.0,0.5607970356941223,3,4,True,939.4,0.0,0.6,1.0
dpo,1.5b,296,3,5,3.0,True,True,False,,0.5,0.1679329723119735,4,4,False,866.2,1.0,0.44999999999999996,0.0
dpo,1.5b,297,55,5,,False,False,True,55.0,0.0,0.0,0,2,True,808.4,0.0,0.0,0.5
dpo,1.5b,298,500,5,400.0,False,False,False,,0.5,0.5778413414955139,2,2,False,743.8,0.0,0.09999999999999998,0.0
dpo,1.5b,309,8,5,9.0,False,False,False,6.0,0.3333333333333333,0.0930739939212799,3,3,True,720.0,0.0,0.2,0.0
dpo,1.5b,331,8400,5,,False,False,False,,0.0,0.0,0,1,False,741.8,0.0,0.0,0.0
dpo,1.5b,339,160,5,120.0,False,False,False,,0.5,0.0851555243134498,2,3,False,798.6,0.5,0.30000000000000004,0.0
dpo,1.5b,342,87,5,87.0,True,False,True,87.0,0.5,0.8941022753715515,4,4,True,756.4,0.0,0.6,1.0
dpo,1.5b,344,2,5,2.0,True,False,False,,0.75,0.0055986149236559,4,4,False,680.6,0.0,0.7,0.0
dpo,1.5b,346,9,5,9.0,True,False,False,14.0,1.0,0.5219199657440186,1,3,True,984.2,0.0,0.2,0.25
dpo,1.5b,351,10,5,10.0,True,False,False,-10.0,0.75,0.0066529572941362,4,5,True,842.0,0.0,0.65,0.5
dpo,1.5b,352,21,5,21.0,True,True,False,,0.8,0.7936018705368042,5,5,False,577.4,1.0,0.8500000000000001,0.0
dpo,1.5b,365,18,5,18.0,True,False,True,18.0,0.8,0.4201838374137878,5,5,True,553.6,0.0,0.8,1.0
dpo,1.5b,367,19,5,,False,False,False,50.0,0.0,0.0,0,1,True,1037.6,0.0,0.0,0.25
dpo,1.5b,371,50,5,100.0,False,False,False,78.0,0.4,0.8066556453704834,5,5,True,844.0,0.5,0.5,0.25
dpo,1.5b,377,50,5,50.0,True,True,False,,0.5,0.7677204012870789,2,3,False,856.8,1.0,0.25,0.0
dpo,1.5b,409,168000,5,,False,False,False,,0.0,0.0,0,0,False,978.4,0.0,0.0,0.0
dpo,1.5b,410,3,5,3.0,True,True,False,,1.0,0.282559871673584,1,2,False,786.6,1.0,0.2,0.0
dpo,1.5b,411,1110,5,1110.0,True,False,True,1110.0,1.0,0.5825173258781433,2,3,True,768.2,0.0,0.4,1.0
dpo,1.5b,420,17000,5,12000.0,False,False,True,17000.0,0.5,0.0220006741583347,2,4,True,504.4,0.25,0.2,1.0
dpo,1.5b,422,284,5,48.0,False,False,False,500.0,0.5,0.0454887002706527,2,2,True,787.4,0.0,0.0,0.25
dpo,1.5b,425,150,5,,False,False,False,,0.0,0.0,0,0,False,807.8,0.0,0.0,0.0
dpo,1.5b,427,150,5,50.0,False,False,False,,0.5,0.0025846136268228,2,3,False,752.2,0.0,0.04999999999999999,0.0
dpo,1.5b,428,26,5,,False,False,False,,0.0,0.0,0,3,False,907.8,0.0,0.0,0.0
dpo,1.5b,430,132,5,132.0,True,True,False,,0.6666666666666666,0.5931835770606995,3,4,False,698.6,1.0,0.4,0.0
dpo,1.5b,438,2,5,2.0,True,False,True,2.0,0.5,0.4917565882205963,2,2,True,753.6,0.0,0.2,1.0
dpo,1.5b,451,11050,5,11050.0,True,False,False,,0.6,0.0038358189631253,5,5,False,819.4,0.0,0.7,0.0
dpo,1.5b,453,6400,5,,False,False,False,,0.0,0.0,0,0,False,732.0,0.0,0.0,0.0
dpo,1.5b,462,71,5,71.0,True,True,False,,1.0,0.0022369837388396,4,4,False,404.0,1.0,0.8,0.0
dpo,1.5b,478,621,5,621.0,True,True,False,,1.0,0.8564619421958923,4,4,False,721.2,1.0,0.6,0.0
dpo,1.5b,485,220,5,220.0,True,True,True,220.0,1.0,0.7414323091506958,5,5,True,484.6,1.0,1.0,1.0
dpo,1.5b,486,6,5,6.0,True,True,True,6.0,0.75,0.3951326310634613,4,4,True,812.2,1.0,0.65,1.0
dpo,1.5b,493,25,5,600.0,False,False,False,,1.0,0.2303986549377441,1,2,False,787.8,0.0,0.0,0.0
dpo,1.5b,497,112,5,448.0,False,False,False,,0.5,0.5034376978874207,2,5,False,889.4,0.0,0.04999999999999999,0.0
dpo,1.5b,506,144,5,144.0,True,False,True,144.0,0.5,0.7259308099746704,4,4,True,652.2,0.0,0.55,1.0
dpo,1.5b,522,29,5,29.0,True,True,True,29.0,1.0,0.7900118231773376,5,5,True,749.6,1.0,1.0,1.0
dpo,1.5b,526,21,5,288.0,False,False,False,,1.0,0.0024750065058469,1,1,False,925.8,0.0,0.0,0.0
dpo,1.5b,527,48,5,1.0,False,False,True,48.0,0.3333333333333333,0.0,3,3,True,827.0,0.0,0.0,1.0
dpo,1.5b,532,25,5,43.0,False,False,False,,0.5,0.5992279052734375,2,2,False,596.8,0.0,0.0,0.0
dpo,1.5b,534,300,5,,False,False,False,,0.0,0.0,0,1,False,982.0,0.0,0.0,0.0
dpo,1.5b,535,16,5,16.0,True,True,False,8.0,1.0,0.4501376450061798,5,5,True,646.2,1.0,1.0,0.0
dpo,1.5b,548,100,5,40.0,False,False,False,10.0,0.4,0.5584825873374939,5,5,True,586.0,0.25,0.44999999999999996,0.5
dpo,1.5b,549,398,5,398.0,True,False,True,398.0,1.0,0.0665211081504821,2,3,True,775.0,0.0,0.35,1.0
dpo,1.5b,552,450,5,450.0,True,True,False,,0.75,0.7170662879943848,4,4,False,694.8,1.0,0.65,0.0
dpo,1.5b,554,54,5,96.0,False,False,False,,0.25,0.6375384330749512,4,5,False,840.8,0.25,0.4,0.0
dpo,1.5b,561,180,5,180.0,True,False,True,180.0,0.6666666666666666,0.4843881726264953,3,4,True,706.0,0.0,0.44999999999999996,1.0
dpo,1.5b,567,9,5,9.0,True,True,False,,0.4,0.4828336536884308,5,5,False,812.0,0.75,0.5,0.0
dpo,1.5b,572,100,5,195.0,False,False,False,,1.0,0.4878056943416595,1,1,False,964.2,0.0,0.04999999999999999,0.0
dpo,1.5b,575,36,5,36.0,True,False,True,36.0,0.75,0.407450407743454,4,4,True,597.2,0.0,0.6,1.0
dpo,1.5b,578,48,5,48.0,True,True,True,48.0,1.0,0.6787098050117493,2,2,True,463.8,1.0,0.4,1.0
dpo,1.5b,584,2,5,,False,False,False,,0.0,0.0,0,2,False,911.0,0.0,0.0,0.0
dpo,1.5b,597,90,5,90.0,True,True,False,30.0,0.5,0.4283932447433471,4,4,True,816.2,0.75,0.5,0.5
dpo,1.5b,605,42,5,40.0,False,False,True,42.0,0.3333333333333333,0.0078287310898303,3,3,True,864.8,0.25,0.30000000000000004,1.0
dpo,1.5b,610,65960,5,29260.0,False,False,False,,1.0,0.0014121209969744,1,5,False,779.8,0.0,0.09999999999999998,0.0
dpo,1.5b,626,72,5,72.0,True,True,False,,0.5,0.0053754793480038,4,4,False,810.4,0.75,0.5,0.0
dpo,1.5b,628,4,5,4.0,True,True,False,,0.6666666666666666,0.035756628960371,3,4,False,883.0,0.25,0.2,0.0
dpo,1.5b,629,17500,5,17500.0,True,False,False,,1.0,0.5243890881538391,1,1,False,887.2,0.0,0.2,0.0
dpo,1.5b,631,4800,5,4.0,False,False,False,,0.5,0.0311821531504392,2,4,False,815.2,0.0,0.15000000000000002,0.0
dpo,1.5b,661,44,5,44.0,True,True,False,,0.6666666666666666,0.2244879901409149,3,4,False,869.8,1.0,0.44999999999999996,0.0
dpo,1.5b,666,120,5,,False,False,False,,0.0,0.0,0,1,False,814.8,0.0,0.0,0.0
dpo,1.5b,668,3,5,3.0,True,True,True,3.0,1.0,0.53178870677948,4,4,True,465.8,1.0,0.8,1.0
dpo,1.5b,670,4,5,4.0,True,True,True,4.0,0.8,0.9347651600837708,5,5,True,639.0,1.0,0.8500000000000001,1.0
dpo,1.5b,677,36,5,12.0,False,False,False,18.0,0.2,0.0709778517484664,5,5,True,793.0,0.25,0.4,0.25
dpo,1.5b,679,576,5,576.0,True,True,True,576.0,0.75,0.0772004500031471,4,4,True,407.0,1.0,0.7,1.0
dpo,1.5b,701,200,5,200.0,True,True,True,200.0,1.0,0.8366245627403259,1,3,True,901.4,1.0,0.2,1.0
dpo,1.5b,704,50,5,50.0,True,False,True,50.0,0.6666666666666666,0.7666945457458496,3,3,True,858.8,0.5,0.5,1.0
dpo,1.5b,705,120,5,120.0,True,False,True,120.0,0.75,0.0008355167228728,4,4,True,531.0,0.5,0.7,1.0
dpo,1.5b,706,9,5,2.0,False,False,False,,0.3333333333333333,0.0040033417753875,3,3,False,742.0,0.25,0.04999999999999999,0.0
dpo,1.5b,710,45,5,45.0,True,True,True,45.0,1.0,0.3543347716331482,3,3,True,639.4,1.0,0.6,1.0
dpo,1.5b,727,112,5,40.0,False,False,False,40.0,0.6666666666666666,0.0936776846647262,3,3,True,877.0,0.0,0.04999999999999999,0.25
dpo,1.5b,736,3,5,3.0,True,True,False,,0.25,0.8583717346191406,4,4,False,838.6,1.0,0.35,0.0
dpo,1.5b,755,7,5,7.0,True,False,True,7.0,0.75,0.8607966303825378,4,3,True,471.8,0.0,0.55,1.0
dpo,1.5b,759,60000,5,60000.0,True,True,True,60000.0,0.75,0.1911871880292892,4,4,True,523.6,1.0,0.7,1.0
dpo,1.5b,762,85,5,85.0,True,False,True,85.0,0.5,0.6244133710861206,4,5,True,730.4,0.25,0.55,1.0
dpo,1.5b,764,14,5,14.0,True,True,True,14.0,1.0,0.4183957278728485,4,4,True,673.6,1.0,0.8,1.0
dpo,1.5b,770,4,5,3.0,False,False,False,3.0,0.75,0.2805266082286834,4,4,True,743.6,0.0,0.0,0.0
dpo,1.5b,771,3,5,3.0,True,False,True,3.0,0.6666666666666666,0.7768006324768066,3,5,True,780.6,0.5,0.5,1.0
dpo,1.5b,777,4400,5,3840.0,False,False,False,,1.0,0.7693809270858765,1,1,False,834.4,0.25,0.04999999999999999,0.0
dpo,1.5b,781,17,5,2.0,False,False,False,4.0,0.6666666666666666,0.0427272468805313,3,3,True,571.0,0.25,0.04999999999999999,0.0
dpo,1.5b,783,4,5,,False,False,False,,0.0,0.0,0,1,False,963.0,0.0,0.0,0.0
dpo,1.5b,792,75,5,75.0,True,True,False,7.5,0.4,0.2940406501293182,5,5,True,687.6,1.0,0.8999999999999999,0.5
dpo,1.5b,793,250,5,370.0,False,False,True,250.0,0.5,0.0024195164442062,2,3,True,838.4,0.0,0.25,1.0
dpo,1.5b,802,6,5,4.2,False,False,False,,1.0,0.0032650958746671,1,1,False,904.4,0.0,0.04999999999999999,0.0
dpo,1.5b,803,9,5,9.0,True,False,False,,1.0,0.3497218787670135,3,4,False,840.4,0.0,0.6,0.0
dpo,1.5b,806,70,5,76.0,False,False,False,,0.5,0.000752702995669,2,3,False,825.6,0.0,0.09999999999999998,0.0
dpo,1.5b,816,4500,5,4500.0,True,False,True,4500.0,0.8,0.0356539189815521,5,5,True,516.4,0.25,0.8500000000000001,1.0
dpo,1.5b,839,2,5,2.0,True,True,True,2.0,1.0,0.0924159884452819,3,3,True,880.8,1.0,0.55,1.0
dpo,1.5b,842,10,5,10.0,True,True,True,10.0,1.0,0.0052269045263528,4,4,True,468.4,1.0,0.8,1.0
dpo,1.5b,846,11,5,6.0,False,False,False,,0.75,0.010156325995922,4,5,False,923.8,0.25,0.09999999999999998,0.0
dpo,1.5b,852,123,5,84.0,False,False,False,79.0,0.5,0.9290525913238524,2,2,True,825.2,0.0,0.2,0.0
dpo,1.5b,855,13,5,,False,False,False,,0.0,0.0,0,2,False,796.6,0.0,0.0,0.0
dpo,1.5b,859,1520,5,1520.0,True,False,False,,0.5,0.8684083223342896,4,4,False,878.4,0.25,0.44999999999999996,0.0
dpo,1.5b,881,16,5,16.0,True,False,False,6.0,0.75,0.5842676758766174,4,5,True,684.6,0.25,0.65,0.5
dpo,1.5b,886,20,5,20.0,True,False,False,,1.0,0.1267509162425995,4,4,False,578.0,0.0,0.7,0.0
dpo,1.5b,888,10,5,10.0,True,True,True,10.0,0.75,0.0617566630244255,4,5,True,491.0,1.0,0.65,1.0
dpo,1.5b,889,15,5,15.0,True,True,True,15.0,1.0,0.6671708822250366,3,3,True,881.2,1.0,0.6,1.0
dpo,1.5b,894,26,5,74.0,False,False,False,,1.0,0.7418224215507507,1,2,False,858.2,0.0,0.0,0.0
dpo,1.5b,895,74,5,74.0,True,False,True,74.0,1.0,0.5537399649620056,3,4,True,570.8,0.0,0.6,1.0
dpo,1.5b,898,110,5,110.0,True,True,False,,0.75,0.5788267254829407,4,4,False,557.6,1.0,0.6,0.0
dpo,1.5b,912,6,5,6.0,True,False,False,3.0,0.5,0.0424272716045379,2,3,True,945.6,0.0,0.2,0.5
dpo,1.5b,932,24,5,24.0,True,False,True,24.0,0.5,0.0408884175121784,4,3,True,797.0,0.5,0.30000000000000004,1.0
dpo,1.5b,933,15,5,15.0,True,False,True,15.0,0.6666666666666666,0.5355380773544312,3,4,True,633.8,0.0,0.4,1.0
dpo,1.5b,939,650,5,650.0,True,True,True,650.0,1.0,0.8435759544372559,3,2,True,780.2,0.0,0.4,1.0
dpo,1.5b,952,360,5,240.0,False,False,False,1320.0,1.0,0.0012529010418802,1,1,True,800.8,0.0,0.0,0.0
dpo,1.5b,962,1000,5,1000.0,True,True,False,,0.5,0.3657702207565307,4,4,False,708.2,1.0,0.5,0.0
dpo,1.5b,963,147,5,1.0,False,False,False,,1.0,0.0110942982137203,1,4,False,926.0,0.0,0.0,0.0
dpo,1.5b,970,33,5,33.0,True,True,True,33.0,0.75,0.5908811092376709,4,4,True,516.4,1.0,0.7,1.0
dpo,1.5b,973,79,5,79.0,True,True,True,79.0,1.0,0.740609347820282,4,5,True,756.6,1.0,0.8,1.0
dpo,1.5b,1003,480,5,4800.0,False,False,False,97.5,0.3333333333333333,0.001527453539893,3,5,True,858.2,0.0,0.25,0.25
dpo,1.5b,1004,8,5,8.0,True,True,False,,0.5,0.4511563181877136,2,3,False,879.4,1.0,0.2,0.0
dpo,1.5b,1009,1875,5,,False,False,False,,0.0,0.0,0,2,False,773.4,0.0,0.0,0.0
dpo,1.5b,1018,60,5,60.0,True,False,True,60.0,0.75,0.4284331500530243,4,4,True,725.2,0.0,0.55,0.75
dpo,1.5b,1033,2,5,2.0,True,True,False,14.5,1.0,0.5882231593132019,2,3,True,961.8,1.0,0.4,0.25
dpo,1.5b,1036,10,5,10.0,True,True,True,10.0,1.0,0.0015653485897928,3,4,True,613.0,1.0,0.6,1.0
dpo,1.5b,1043,130000,5,130000.0,True,True,True,130000.0,0.6,0.0035549465101212,5,5,True,613.4,1.0,0.65,0.75
dpo,1.5b,1046,189,5,47.25,False,False,False,40.5,0.3333333333333333,0.6132510304450989,3,4,True,841.4,0.0,0.0,0.0
dpo,1.5b,1052,110,5,110.0,True,False,True,110.0,0.5,0.6910714507102966,4,5,True,641.0,0.0,0.5,1.0
dpo,1.5b,1067,245,5,24500.0,False,False,False,,1.0,0.1138216853141784,1,2,False,896.8,0.0,0.2,0.0
dpo,1.5b,1068,24,5,12.0,False,False,False,12.0,0.3333333333333333,0.4420691132545471,3,3,True,861.4,0.25,0.25,0.25
dpo,1.5b,1083,2,5,2.0,True,False,False,,1.0,0.4429105818271637,1,2,False,911.2,0.0,0.2,0.0
dpo,1.5b,1089,32,5,32.0,True,True,False,,0.25,0.238768920302391,4,5,False,798.0,1.0,0.2,0.0
dpo,1.5b,1090,72,5,72.0,True,True,True,72.0,0.75,0.7558075189590454,4,4,True,730.4,1.0,0.6,1.0
dpo,1.5b,1091,1000,5,1000.0,True,True,True,1000.0,1.0,0.00230159657076,5,5,True,711.2,1.0,1.0,1.0
dpo,1.5b,1092,1080,5,540.0,False,False,False,,0.6666666666666666,0.4384615123271942,3,3,False,746.8,0.0,0.2,0.0
dpo,1.5b,1096,240,5,150.0,False,False,False,,1.0,0.0452261418104171,1,2,False,875.8,0.0,0.0,0.0
dpo,1.5b,1100,5,5,5.0,True,False,True,5.0,0.5,0.0930942669510841,4,5,True,735.4,0.25,0.44999999999999996,1.0
dpo,1.5b,1112,5,5,5.0,True,True,True,5.0,0.75,0.3614302575588226,4,4,True,800.4,1.0,0.6,1.0
dpo,1.5b,1113,-3,5,-3.0,True,True,True,-3.0,1.0,0.5668008923530579,4,4,True,469.6,1.0,0.8,1.0
dpo,1.5b,1115,5,5,7.0,False,False,False,7.0,0.75,0.3560341000556946,4,4,True,682.6,0.0,0.09999999999999998,0.0
dpo,1.5b,1118,5,5,,False,False,False,,0.0,0.0,0,2,False,853.8,0.0,0.0,0.0
dpo,1.5b,1122,18,5,,False,False,False,,0.0,0.0,0,0,False,964.0,0.0,0.0,0.0
dpo,1.5b,1128,9,5,9.0,True,False,False,14.0,0.75,0.7362070083618164,4,4,True,692.2,0.0,0.44999999999999996,0.5
dpo,1.5b,1131,96,5,19.2,False,False,False,,0.5,0.3449758887290954,2,3,False,787.6,0.0,0.15000000000000002,0.0
dpo,1.5b,1143,300,5,300.0,True,False,True,300.0,0.5,0.0023607390467077,4,4,True,371.6,0.0,0.5,1.0
dpo,1.5b,1149,93,5,93.0,True,False,True,93.0,1.0,0.4506946504116058,4,5,True,464.4,0.0,0.8,1.0
dpo,1.5b,1158,7300,5,2300.0,False,False,False,,0.5,0.0039981994777917,2,2,False,948.0,0.0,0.09999999999999998,0.0
dpo,1.5b,1171,3160,5,,False,False,False,,0.0,0.0,0,0,False,961.6,0.0,0.0,0.0
dpo,1.5b,1182,1800,5,1800.0,True,False,False,18.0,0.6666666666666666,0.0765451863408088,3,4,True,797.4,0.0,0.4,0.0
dpo,1.5b,1192,280,5,280.0,True,False,True,280.0,0.5,0.5061782598495483,4,4,True,773.6,0.25,0.5,1.0
dpo,1.5b,1205,4,5,2.0,False,False,True,4.0,1.0,0.0184196922928094,1,2,True,931.6,0.0,0.04999999999999999,1.0
dpo,1.5b,1211,448,5,448.0,True,True,False,252.0,0.4,0.3905950784683227,5,5,True,600.0,1.0,0.7,0.5
dpo,1.5b,1221,10,5,10.0,True,False,True,10.0,1.0,0.0547784380614757,2,3,True,985.0,0.0,0.4,1.0
dpo,1.5b,1223,8,5,8.0,True,False,True,8.0,0.5,0.0007021470810286,4,5,True,657.6,0.25,0.44999999999999996,1.0
dpo,1.5b,1225,3,5,3.0,True,True,True,3.0,1.0,0.0713710188865661,4,4,True,650.6,1.0,0.8,1.0
dpo,1.5b,1237,78,5,22.0,False,False,False,,0.2,0.6452009081840515,5,5,False,628.6,0.0,0.2,0.0
dpo,1.5b,1261,235,5,47.0,False,False,False,,0.5,0.017877209931612,4,4,False,675.0,0.0,0.35,0.0
dpo,1.5b,1274,38,5,38.0,True,True,False,46.0,1.0,0.8422374725341797,3,4,True,676.2,1.0,0.6,0.25
dpo,1.5b,1276,70,5,40.0,False,False,True,70.0,0.5,0.0010952895972877,2,3,True,501.6,0.0,0.2,1.0
dpo,1.5b,1277,48,5,48.0,True,True,True,48.0,1.0,0.7193806171417236,3,3,True,632.4,1.0,0.6,1.0
dpo,1.5b,1284,25,5,15.0,False,False,False,7.0,0.5,0.0110115986317396,2,3,True,911.8,0.0,0.25,0.0
dpo,1.5b,1295,2,5,2.0,True,False,True,2.0,0.6666666666666666,0.2355743795633316,3,4,True,885.6,0.5,0.5,1.0
dpo,1.5b,1303,4,5,4.0,True,False,False,,1.0,0.0587956197559833,1,1,False,958.8,0.0,0.2,0.0
dpo,1.5b,1305,2325,5,2325.0,True,False,False,5215.0,0.3333333333333333,0.0036164636258035,3,3,True,485.0,0.0,0.4,0.5
