method,size,question_id,gold_answer,k,majority_answer,sc_correct,pass1_correct,greedy_correct,greedy_answer,consistency_ratio,nli_score,n_parseable,n_with_reasoning,greedy_parseable,mean_output_chars,judge_score_first,judge_score_mean,judge_score_greedy
grpo,14b,438,2,5,2.0,True,True,True,2.0,1.0,0.1922341138124466,4,5,True,524.6,1.0,0.8,1.0
grpo,14b,451,11050,5,11050.0,True,True,True,11050.0,1.0,0.8440073728561401,5,4,True,519.0,0.0,0.75,1.0
grpo,14b,453,6400,5,6400.0,True,False,True,6400.0,0.6,0.1327645629644394,5,5,True,468.0,0.25,0.65,1.0
grpo,14b,462,71,5,71.0,True,False,True,71.0,1.0,0.2075024247169494,4,5,True,235.4,0.0,0.8,1.0
grpo,14b,478,621,5,621.0,True,True,True,621.0,1.0,0.5742530226707458,5,5,True,386.6,1.0,1.0,1.0
grpo,14b,485,220,5,220.0,True,True,True,220.0,0.8,0.6869993209838867,5,5,True,263.6,1.0,0.8,1.0
grpo,14b,486,6,5,6.0,True,True,True,6.0,1.0,0.7248324751853943,5,3,True,215.8,1.0,0.6,1.0
grpo,14b,493,25,5,25.0,True,False,False,150.0,0.75,0.5806118845939636,4,3,True,604.0,0.0,0.6,0.25
grpo,14b,497,112,5,112.0,True,True,True,112.0,0.75,0.7358003258705139,4,4,True,306.2,0.0,0.4,1.0
grpo,14b,506,144,5,144.0,True,True,True,144.0,1.0,0.7558595538139343,4,5,True,352.0,1.0,0.75,1.0
grpo,14b,522,29,5,29.0,True,True,True,29.0,1.0,0.8483936190605164,5,5,True,540.8,1.0,1.0,1.0
grpo,14b,526,21,5,21.0,True,True,True,21.0,0.6666666666666666,0.2995570302009582,3,3,True,628.8,1.0,0.5,1.0
grpo,14b,527,48,5,48.0,True,True,True,48.0,1.0,0.5268581509590149,5,5,True,518.6,1.0,1.0,1.0
grpo,14b,532,25,5,27.0,False,False,False,18.0,0.2,0.5174023509025574,5,5,True,463.0,0.0,0.25,0.25
grpo,14b,534,300,5,300.0,True,True,False,30.0,1.0,0.5835133790969849,5,5,True,504.2,1.0,1.0,0.0
grpo,14b,535,16,5,16.0,True,True,True,16.0,0.8,0.1292002946138382,5,5,True,222.4,1.0,0.8,1.0
grpo,14b,548,100,5,100.0,True,True,True,100.0,1.0,0.7917232513427734,5,5,True,326.2,1.0,1.0,1.0
grpo,14b,549,398,5,398.0,True,False,False,400.0,0.4,0.2054460346698761,5,5,True,366.8,0.0,0.30000000000000004,0.0
grpo,14b,552,450,5,450.0,True,True,True,450.0,1.0,0.5479755401611328,5,5,True,503.2,1.0,1.0,1.0
grpo,14b,554,54,5,54.0,True,True,True,54.0,1.0,0.3741251528263092,4,4,True,534.0,1.0,0.6,1.0
grpo,14b,561,180,5,180.0,True,True,True,180.0,1.0,0.6394943594932556,4,4,True,425.4,1.0,0.75,1.0
grpo,14b,567,9,5,9.0,True,True,True,9.0,1.0,0.3365437090396881,5,5,True,571.6,1.0,1.0,1.0
grpo,14b,572,100,5,100.0,True,True,False,95.0,1.0,0.3535885214805603,4,4,True,436.6,0.75,0.75,0.0
grpo,14b,575,36,5,36.0,True,True,True,36.0,1.0,0.7633955478668213,5,5,True,315.6,1.0,0.95,1.0
grpo,14b,578,48,5,48.0,True,True,True,48.0,0.6,0.5871270298957825,5,4,True,580.4,1.0,0.6,1.0
grpo,14b,584,2,5,2.0,True,True,True,2.0,0.4,0.5772984027862549,5,4,True,381.6,0.75,0.44999999999999996,0.0
grpo,14b,597,90,5,90.0,True,True,True,90.0,1.0,0.8161458373069763,5,5,True,575.0,1.0,1.0,1.0
grpo,14b,605,42,5,42.0,True,True,True,42.0,1.0,0.9336301684379578,5,4,True,528.0,1.0,0.8,1.0
grpo,14b,610,65960,5,65960.0,True,True,True,65960.0,1.0,0.0297862235456705,5,5,True,411.8,1.0,1.0,1.0
grpo,14b,626,72,5,72.0,True,True,True,72.0,1.0,0.5785498023033142,4,4,True,599.6,0.75,0.55,1.0
grpo,14b,628,4,5,4.0,True,True,True,4.0,0.75,0.2075393348932266,4,5,True,447.8,1.0,0.6,1.0
grpo,14b,629,17500,5,17500.0,True,False,True,17500.0,1.0,0.7772265672683716,3,3,True,525.0,0.0,0.6,0.0
grpo,14b,631,4800,5,4800.0,True,True,True,4800.0,0.8,0.5428191423416138,5,4,True,369.8,0.0,0.65,1.0
grpo,14b,661,44,5,44.0,True,True,True,44.0,1.0,0.5045394897460938,5,3,True,497.6,0.0,0.6,0.0
grpo,14b,666,120,5,120.0,True,True,True,120.0,1.0,0.1668189018964767,5,5,True,339.6,1.0,1.0,1.0
grpo,14b,668,3,5,3.0,True,True,True,3.0,1.0,0.853888750076294,5,4,True,333.0,1.0,0.8,1.0
grpo,14b,670,4,5,4.0,True,True,True,4.0,1.0,0.0222904272377491,5,4,True,383.0,1.0,0.75,1.0
grpo,14b,677,36,5,36.0,True,True,True,36.0,1.0,0.7786560654640198,5,5,True,362.0,1.0,1.0,1.0
grpo,14b,679,576,5,576.0,True,True,True,576.0,1.0,0.6296687126159668,5,5,True,442.4,1.0,1.0,1.0
grpo,14b,701,200,5,200.0,True,True,False,280.0,0.75,0.8216171264648438,4,3,True,626.6,1.0,0.44999999999999996,0.25
grpo,14b,704,50,5,50.0,True,False,True,50.0,1.0,0.0485139340162277,3,4,True,326.8,0.0,0.6,1.0
grpo,14b,705,120,5,120.0,True,True,True,120.0,1.0,0.4585777223110199,5,5,True,311.0,1.0,1.0,1.0
grpo,14b,706,9,5,9.0,True,False,True,9.0,0.8,0.7116345763206482,5,4,True,466.6,0.0,0.6,1.0
grpo,14b,710,45,5,45.0,True,True,True,45.0,1.0,0.7173831462860107,2,2,True,543.6,0.75,0.35,1.0
grpo,14b,727,112,5,112.0,True,True,True,112.0,1.0,0.6806094646453857,3,2,True,684.2,0.0,0.4,1.0
grpo,14b,736,3,5,3.0,True,True,True,3.0,1.0,0.5699853897094727,5,5,True,446.6,1.0,1.0,1.0
grpo,14b,755,7,5,7.0,True,True,True,7.0,1.0,0.421287328004837,5,4,True,380.0,1.0,0.8,1.0
grpo,14b,759,60000,5,60000.0,True,True,False,1000.0,1.0,0.6922691464424133,3,3,True,515.4,1.0,0.4,0.25
grpo,14b,762,85,5,85.0,True,True,True,85.0,1.0,0.775082528591156,5,5,True,297.8,1.0,1.0,1.0
grpo,14b,764,14,5,14.0,True,True,True,14.0,1.0,0.5612779855728149,5,4,True,382.6,1.0,0.8,1.0
grpo,14b,770,4,5,4.0,True,False,True,4.0,1.0,0.3295550346374511,4,5,True,498.4,0.0,0.75,1.0
grpo,14b,771,3,5,3.0,True,True,True,3.0,1.0,0.0887433886528015,5,5,True,333.2,1.0,1.0,1.0
grpo,14b,777,4400,5,4000.0,False,False,False,,1.0,0.7676343321800232,1,1,False,518.8,0.0,0.09999999999999998,0.0
grpo,14b,781,17,5,2.0,False,False,False,2.0,0.75,0.520889401435852,4,4,True,344.2,0.25,0.30000000000000004,0.25
grpo,14b,783,4,5,4.0,True,True,False,10.0,0.6666666666666666,0.4514906108379364,3,3,True,704.0,1.0,0.4,0.0
grpo,14b,792,75,5,75.0,True,True,True,75.0,1.0,0.379575252532959,5,2,True,264.4,0.75,0.35,1.0
grpo,14b,793,250,5,250.0,True,True,True,250.0,1.0,0.7144725918769836,5,5,True,500.6,1.0,1.0,1.0
grpo,14b,802,6,5,1.0,False,False,True,6.0,0.25,0.0144276339560747,4,5,True,609.2,0.0,0.30000000000000004,1.0
grpo,14b,803,9,5,9.0,True,True,True,9.0,1.0,0.2449975609779358,5,5,True,673.6,1.0,1.0,1.0
grpo,14b,806,70,5,70.0,True,True,True,70.0,1.0,0.9202089309692384,3,3,True,559.2,1.0,0.4,1.0
grpo,14b,816,4500,5,4500.0,True,True,True,4500.0,1.0,0.3619489371776581,5,5,True,369.0,1.0,1.0,1.0
grpo,14b,839,2,5,2.0,True,True,True,2.0,1.0,0.2446947395801544,4,5,True,347.2,1.0,0.8,1.0
grpo,14b,842,10,5,10.0,True,True,True,10.0,1.0,0.4327129125595093,5,5,True,266.8,1.0,1.0,1.0
grpo,14b,846,11,5,11.0,True,True,True,11.0,1.0,0.1560986638069152,5,3,True,671.8,1.0,0.6,0.0
grpo,14b,852,123,5,123.0,True,True,True,123.0,1.0,0.558891236782074,5,4,True,469.0,1.0,0.8,1.0
grpo,14b,855,13,5,13.0,True,True,True,13.0,0.6666666666666666,0.68882155418396,3,3,True,601.8,1.0,0.5,1.0
grpo,14b,859,1520,5,1520.0,True,True,True,1520.0,1.0,0.9374402165412904,4,4,True,460.2,1.0,0.8,1.0
grpo,14b,881,16,5,16.0,True,True,True,16.0,1.0,0.355154424905777,5,5,True,335.0,1.0,0.95,1.0
grpo,14b,886,20,5,20.0,True,True,True,20.0,1.0,0.4954035580158233,4,5,True,485.8,1.0,0.8,1.0
grpo,14b,888,10,5,10.0,True,True,True,10.0,1.0,0.708818256855011,5,5,True,294.8,0.75,0.95,1.0
grpo,14b,889,15,5,15.0,True,True,True,15.0,0.8,0.237306609749794,5,5,True,389.6,1.0,0.8500000000000001,1.0
grpo,14b,894,26,5,26.0,True,True,True,26.0,1.0,0.3684836626052856,5,4,True,398.4,1.0,0.8,1.0
grpo,14b,895,74,5,74.0,True,True,True,74.0,1.0,0.942415177822113,4,5,True,307.2,1.0,0.8,1.0
grpo,14b,898,110,5,110.0,True,True,True,110.0,0.75,0.7252124547958374,4,5,True,326.8,1.0,0.6,1.0
grpo,14b,912,6,5,6.0,True,False,True,6.0,0.6,0.8392904996871948,5,3,True,438.6,0.0,0.30000000000000004,0.0
grpo,14b,932,24,5,24.0,True,True,True,24.0,1.0,0.3613540530204773,5,5,True,426.6,1.0,1.0,1.0
grpo,14b,933,15,5,15.0,True,False,False,0.0,1.0,0.4408212304115295,4,3,True,363.6,0.0,0.6,0.5
grpo,14b,939,650,5,650.0,True,True,True,650.0,0.6,0.0846494138240814,5,5,True,454.8,1.0,0.8,1.0
grpo,14b,952,360,5,1800.0,False,False,False,1560.0,0.75,0.3642316162586212,4,4,True,366.0,0.25,0.44999999999999996,0.25
grpo,14b,962,1000,5,600.0,False,False,True,1000.0,0.8,0.4092391729354858,5,5,True,267.0,0.25,0.44999999999999996,1.0
grpo,14b,963,147,5,147.0,True,True,True,147.0,1.0,0.4984152019023895,1,2,True,640.8,1.0,0.2,1.0
grpo,14b,970,33,5,33.0,True,True,True,33.0,1.0,0.8283339142799377,5,5,True,366.4,1.0,1.0,1.0
grpo,14b,973,79,5,79.0,True,True,True,79.0,0.8,0.6257434487342834,5,5,True,315.0,1.0,0.8999999999999999,1.0
grpo,14b,1003,480,5,480.0,True,True,True,480.0,1.0,0.7062438130378723,5,5,True,383.4,1.0,1.0,1.0
grpo,14b,1004,8,5,8.0,True,True,True,8.0,1.0,0.1492730975151062,4,5,True,456.4,1.0,0.8,1.0
grpo,14b,1009,1875,5,1875.0,True,False,False,,1.0,0.4285955429077148,2,3,False,622.4,0.0,0.4,0.0
grpo,14b,1018,60,5,60.0,True,True,True,60.0,1.0,0.3725096583366394,5,3,True,337.8,0.0,0.55,1.0
grpo,14b,1033,2,5,2.0,True,False,True,2.0,1.0,0.4141543507575989,3,5,True,525.4,0.0,0.6,1.0
grpo,14b,1036,10,5,10.0,True,True,True,10.0,1.0,0.6000527739524841,5,5,True,210.2,1.0,1.0,1.0
grpo,14b,1043,130000,5,130000.0,True,True,True,130000.0,1.0,0.7366353869438171,5,5,True,370.4,1.0,1.0,1.0
grpo,14b,1046,189,5,47.25,False,False,False,47.25,1.0,0.8024280071258545,4,5,True,418.4,0.25,0.25,1.0
grpo,14b,1052,110,5,110.0,True,False,True,110.0,0.6666666666666666,0.8612580895423889,3,4,True,658.2,0.5,0.5,1.0
grpo,14b,1067,245,5,245.0,True,True,True,245.0,1.0,0.5688765645027161,3,4,True,563.6,1.0,0.6,1.0
grpo,14b,1068,24,5,24.0,True,False,False,28.0,0.5,0.3527769446372986,4,5,True,513.0,0.25,0.5,0.25
grpo,14b,1083,2,5,2.0,True,True,True,2.0,1.0,0.4568026661872864,5,5,True,468.8,1.0,1.0,1.0
grpo,14b,1089,32,5,32.0,True,True,True,32.0,0.25,0.0,4,2,True,393.0,0.0,0.04999999999999999,1.0
grpo,14b,1090,72,5,72.0,True,True,True,72.0,1.0,0.6606287956237793,5,5,True,436.0,1.0,1.0,1.0
grpo,14b,1091,1000,5,1000.0,True,True,True,1000.0,1.0,0.717434823513031,5,5,True,239.4,1.0,1.0,1.0
grpo,14b,1092,1080,5,1080.0,True,True,False,360.0,1.0,0.7621070146560669,4,3,True,629.6,1.0,0.6,0.25
grpo,14b,1096,240,5,240.0,True,True,True,240.0,0.6666666666666666,0.3026923835277557,3,2,True,513.4,1.0,0.2,1.0
grpo,14b,1100,5,5,5.0,True,True,False,3.0,0.4,0.8476819396018982,5,2,True,418.4,1.0,0.2,0.0
grpo,14b,1112,5,5,5.0,True,True,True,5.0,1.0,0.0143669005483388,5,4,True,358.0,1.0,0.8,1.0
grpo,14b,1113,-3,5,-3.0,True,True,True,-3.0,1.0,0.6720998287200928,4,5,True,369.6,1.0,0.8,1.0
grpo,14b,1115,5,5,5.0,True,True,True,5.0,0.75,0.2892279922962188,4,5,True,433.4,1.0,0.6,1.0
grpo,14b,1118,5,5,5.0,True,False,True,5.0,1.0,0.0442474260926246,2,2,True,569.2,0.0,0.4,1.0
grpo,14b,1122,18,5,18.0,True,True,True,18.0,0.6666666666666666,0.3925639390945434,3,3,True,553.8,0.75,0.4,1.0
grpo,14b,1128,9,5,9.0,True,True,True,9.0,1.0,0.2752012908458709,5,5,True,390.2,1.0,1.0,1.0
grpo,14b,1131,96,5,96.0,True,True,True,96.0,1.0,0.8770107626914978,5,3,True,430.0,1.0,0.6,1.0
grpo,14b,1143,300,5,300.0,True,True,True,300.0,1.0,0.4857645630836487,4,4,True,242.6,1.0,0.6,0.0
grpo,14b,1149,93,5,93.0,True,True,True,93.0,0.75,0.7163490653038025,4,5,True,349.6,1.0,0.65,1.0
grpo,14b,1158,7300,5,7300.0,True,True,True,7300.0,0.6,0.3788248002529144,5,5,True,577.6,1.0,0.7,1.0
grpo,14b,1171,3160,5,3160.0,True,True,True,3160.0,1.0,0.9433810114860536,3,3,True,630.0,1.0,0.6,1.0
grpo,14b,1182,1800,5,1800.0,True,True,True,1800.0,1.0,0.3102407157421112,5,4,True,314.2,1.0,0.8,0.0
grpo,14b,1192,280,5,280.0,True,True,True,280.0,0.6,0.7162449955940247,5,5,True,465.8,1.0,0.7,1.0
grpo,14b,1205,4,5,4.0,True,True,True,4.0,1.0,0.1813409030437469,4,5,True,410.0,1.0,0.8,1.0
grpo,14b,1211,448,5,448.0,True,False,True,448.0,1.0,0.3014063835144043,4,4,True,291.2,0.0,0.6,1.0
grpo,14b,1221,10,5,10.0,True,True,True,10.0,1.0,0.25579634308815,4,5,True,383.0,1.0,0.8,1.0
grpo,14b,1223,8,5,8.0,True,True,True,8.0,1.0,0.3231200575828552,5,3,True,423.6,0.0,0.6,1.0
grpo,14b,1225,3,5,3.0,True,True,True,3.0,1.0,0.6507970094680786,4,5,True,509.8,1.0,0.8,1.0
grpo,14b,1237,78,5,78.0,True,True,True,78.0,1.0,0.2507141828536987,4,4,True,325.2,1.0,0.6,1.0
grpo,14b,1261,235,5,235.0,True,True,True,235.0,1.0,0.8804190158843994,4,5,True,413.6,1.0,0.8,1.0
grpo,14b,1274,38,5,38.0,True,False,True,38.0,0.6,0.70250004529953,5,5,True,396.4,0.25,0.65,1.0
grpo,14b,1276,70,5,70.0,True,True,True,70.0,1.0,0.3597491681575775,4,5,True,628.2,1.0,0.8,1.0
grpo,14b,1277,48,5,48.0,True,True,True,48.0,1.0,0.8937380313873291,5,5,True,356.2,1.0,1.0,1.0
grpo,14b,1284,25,5,25.0,True,True,True,25.0,1.0,0.8186618089675903,5,4,True,478.6,1.0,0.8,1.0
grpo,14b,1295,2,5,2.0,True,True,True,2.0,1.0,0.0504545643925666,4,5,True,449.4,1.0,0.8,1.0
grpo,14b,1303,4,5,4.0,True,True,True,4.0,0.6,0.3290342986583709,5,5,True,471.4,1.0,0.65,1.0
grpo,14b,1305,2325,5,2325.0,True,True,True,2325.0,1.0,0.6421483159065247,5,3,True,534.8,1.0,0.44999999999999996,1.0
