method,size,question_id,gold_answer,k,majority_answer,sc_correct,pass1_correct,greedy_correct,greedy_answer,consistency_ratio,nli_score,n_parseable,n_with_reasoning,greedy_parseable,mean_output_chars,judge_score_first,judge_score_mean,judge_score_greedy
dpo,3b,113,25,5,25.0,True,True,False,34.0,0.6666666666666666,0.1458969712257385,3,3,True,552.0,1.0,0.5,0.0
dpo,3b,115,90,5,,False,False,False,,0.0,0.0,0,0,False,685.0,0.0,0.0,0.0
dpo,3b,123,50,5,25.0,False,False,False,,1.0,0.002024253597483,1,1,False,697.0,0.0,0.09999999999999998,0.0
dpo,3b,128,880,5,360.0,False,False,False,,1.0,0.0056786546483635,1,2,False,820.0,0.0,0.09999999999999998,0.0
dpo,3b,155,280,5,280.0,True,True,False,,0.5,0.5315445065498352,2,3,False,850.4,1.0,0.30000000000000004,0.0
dpo,3b,175,15,5,15.0,True,False,False,,1.0,0.2111117839813232,1,1,False,944.8,0.0,0.2,0.0
dpo,3b,184,25,5,75.0,False,False,False,,1.0,0.5770582556724548,1,1,False,925.8,0.0,0.09999999999999998,0.0
dpo,3b,192,91,5,91.0,True,False,True,91.0,0.6666666666666666,0.6196138858795166,3,3,True,623.0,0.0,0.44999999999999996,1.0
dpo,3b,196,120,5,,False,False,False,,0.0,0.0,0,0,False,377.6,0.0,0.0,0.0
dpo,3b,208,76,5,76.0,True,True,False,,1.0,0.6290072202682495,2,2,False,681.0,1.0,0.4,0.0
dpo,3b,210,10,5,,False,False,False,,0.0,0.0,0,0,False,941.4,0.0,0.0,0.0
dpo,3b,218,45,5,24.0,False,False,False,,1.0,0.0011016796343028,1,1,False,736.4,0.0,0.04999999999999999,0.0
dpo,3b,220,70,5,70.0,True,True,False,10.0,1.0,0.3174396455287933,2,2,True,522.6,1.0,0.4,0.0
dpo,3b,221,90,5,90.0,True,True,False,,1.0,0.4122856557369232,4,4,False,707.6,1.0,0.8,0.0
dpo,3b,231,50,5,,False,False,False,,0.0,0.0,0,0,False,190.4,0.0,0.0,0.0
dpo,3b,233,12,5,12.0,True,True,False,,0.6666666666666666,0.2696456015110016,3,2,False,563.2,0.0,0.25,0.0
dpo,3b,239,280,5,280.0,True,False,False,,1.0,0.3100127577781677,3,3,False,834.4,0.0,0.6,0.0
dpo,3b,240,21,5,21.0,True,False,True,21.0,1.0,0.0873637869954109,2,2,True,412.6,0.0,0.4,1.0
dpo,3b,243,250,5,250.0,True,True,False,,0.6666666666666666,0.446532666683197,3,3,False,598.8,1.0,0.5,0.0
dpo,3b,247,32,5,32.0,True,False,False,,0.6666666666666666,0.8264235258102417,3,3,False,591.2,0.0,0.5,0.0
dpo,3b,254,84,5,,False,False,False,40.0,0.0,0.0,0,0,True,229.6,0.0,0.0,0.0
dpo,3b,259,168,5,,False,False,False,,0.0,0.0,0,0,False,861.2,0.0,0.0,0.0
dpo,3b,261,62,5,8400.0,False,False,False,4620.0,0.3333333333333333,0.000899460632354,3,3,True,545.4,0.5,0.35,0.5
dpo,3b,265,9500,5,,False,False,False,,0.0,0.0,0,1,False,752.6,0.0,0.0,0.0
dpo,3b,270,762,5,962.0,False,False,False,,1.0,0.0044492855668067,2,2,False,378.8,0.5,0.2,0.0
dpo,3b,277,4,5,9.0,False,False,False,,0.5,0.0034516507294028,2,3,False,967.6,0.0,0.15000000000000002,0.0
dpo,3b,282,195,5,225.0,False,False,False,,1.0,0.6492762565612793,2,4,False,927.0,0.25,0.09999999999999998,0.0
dpo,3b,286,90,5,140.0,False,False,False,135.0,0.25,0.0029800904449075,4,3,True,720.8,0.0,0.2,0.5
dpo,3b,289,16,5,16.0,True,False,False,,1.0,0.0024863514117896,1,1,False,869.0,0.0,0.2,0.0
dpo,3b,291,2,5,12.0,False,False,False,,0.5,0.0014074831269681,2,2,False,1043.0,0.0,0.25,0.0
dpo,3b,296,3,5,3.0,True,True,True,3.0,1.0,0.0747634470462799,3,4,True,879.8,1.0,0.6,1.0
dpo,3b,297,55,5,55.0,True,True,False,,1.0,0.2830426692962646,3,4,False,946.4,1.0,0.55,0.0
dpo,3b,298,500,5,1600.0,False,False,False,,0.5,0.0052654985338449,2,2,False,623.0,0.0,0.04999999999999999,0.0
dpo,3b,309,8,5,,False,False,False,9.0,0.0,0.0,0,1,True,846.4,0.0,0.0,0.5
dpo,3b,331,8400,5,3000.0,False,False,False,3000.0,1.0,0.0022713376674801,1,1,True,756.0,0.0,0.09999999999999998,0.5
dpo,3b,339,160,5,,False,False,False,,0.0,0.0,0,0,False,813.8,0.0,0.0,0.0
dpo,3b,342,87,5,77.0,False,False,False,,0.3333333333333333,0.0016873782733455,3,3,False,677.6,0.0,0.35,0.0
dpo,3b,344,2,5,2.0,True,False,False,,0.6666666666666666,0.357799768447876,3,4,False,645.0,0.0,0.44999999999999996,0.0
dpo,3b,346,9,5,9.0,True,False,True,9.0,1.0,0.3858603835105896,1,2,True,761.8,0.0,0.2,1.0
dpo,3b,351,10,5,60.0,False,False,True,10.0,1.0,0.0010231499327346,1,1,True,451.0,0.0,0.09999999999999998,0.75
dpo,3b,352,21,5,160.0,False,False,True,21.0,0.5,0.1470652520656585,2,2,True,344.8,0.0,0.0,1.0
dpo,3b,365,18,5,18.0,True,False,False,,1.0,0.0026810988783836,1,2,False,359.8,0.0,0.2,0.0
dpo,3b,367,19,5,15.0,False,False,False,,1.0,0.0019472223939374,1,2,False,1019.8,0.5,0.09999999999999998,0.0
dpo,3b,371,50,5,50.0,True,True,False,,1.0,0.0138509264215826,1,1,False,602.8,1.0,0.2,0.0
dpo,3b,377,50,5,40.0,False,False,False,28.0,0.5,0.0037526963278651,2,2,True,1004.4,0.0,0.2,0.5
dpo,3b,409,168000,5,,False,False,False,,0.0,0.0,0,0,False,880.8,0.0,0.0,0.0
dpo,3b,410,3,5,3.35,False,False,False,,0.5,0.6404752731323242,2,2,False,761.2,0.0,0.30000000000000004,0.0
dpo,3b,411,1110,5,1110.0,True,True,True,1110.0,1.0,0.9166082739830016,4,5,True,842.2,1.0,0.8,1.0
dpo,3b,420,17000,5,17000.0,True,False,False,,0.6666666666666666,0.003776068566367,3,2,False,565.8,0.0,0.4,0.0
dpo,3b,422,284,5,,False,False,False,,0.0,0.0,0,2,False,901.2,0.0,0.0,0.0
dpo,3b,425,150,5,,False,False,True,150.0,0.0,0.0,0,1,True,941.0,0.0,0.0,1.0
dpo,3b,427,150,5,150.0,True,True,False,,1.0,0.0041266353800892,1,1,False,588.8,0.75,0.15000000000000002,0.0
dpo,3b,428,26,5,,False,False,False,,0.0,0.0,0,0,False,927.2,0.0,0.0,0.0
dpo,3b,430,132,5,165.0,False,False,True,132.0,0.5,0.0056700236164033,2,4,True,789.8,0.25,0.15000000000000002,1.0
dpo,3b,438,2,5,,False,False,False,,0.0,0.0,0,1,False,819.0,0.0,0.0,0.0
dpo,3b,451,11050,5,5300.0,False,False,False,15500.0,0.5,0.0018091500969603,2,3,True,568.6,0.0,0.2,0.5
dpo,3b,453,6400,5,,False,False,False,,0.0,0.0,0,1,False,747.8,0.0,0.0,0.0
dpo,3b,462,71,5,,False,False,False,,0.0,0.0,0,0,False,334.6,0.0,0.0,0.0
dpo,3b,478,621,5,3.0,False,False,False,,1.0,0.0076452288776636,1,2,False,494.2,0.5,0.09999999999999998,0.0
dpo,3b,485,220,5,220.0,True,True,True,220.0,0.5,0.8820595145225525,2,2,True,341.6,1.0,0.30000000000000004,1.0
dpo,3b,486,6,5,,False,False,False,,0.0,0.0,0,0,False,155.6,0.0,0.0,0.0
dpo,3b,493,25,5,75.0,False,False,False,,1.0,0.0930241867899894,1,2,False,820.8,0.0,0.0,0.0
dpo,3b,497,112,5,224.0,False,False,False,,1.0,0.7432404160499573,1,1,False,780.0,0.0,0.0,0.0
dpo,3b,506,144,5,144.0,True,False,True,144.0,0.3333333333333333,0.8228220343589783,3,3,True,602.2,0.0,0.25,1.0
dpo,3b,522,29,5,29.0,True,False,True,29.0,1.0,0.0139749981462955,2,2,True,692.2,0.0,0.4,1.0
dpo,3b,526,21,5,81.0,False,False,False,,1.0,0.0149485552683472,1,2,False,1046.4,0.0,0.09999999999999998,0.0
dpo,3b,527,48,5,48.0,True,False,False,,1.0,0.2016827762126922,1,1,False,838.6,0.0,0.2,0.0
dpo,3b,532,25,5,29.0,False,False,False,,1.0,0.2542136013507843,1,2,False,773.4,0.0,0.09999999999999998,0.0
dpo,3b,534,300,5,300.0,True,False,False,,1.0,0.3410758376121521,2,3,False,707.6,0.0,0.4,0.0
dpo,3b,535,16,5,16.0,True,False,False,,1.0,0.1444105505943298,1,1,False,446.8,0.0,0.2,0.0
dpo,3b,548,100,5,100.0,True,True,False,130.0,1.0,0.69808429479599,1,1,True,391.8,1.0,0.2,0.0
dpo,3b,549,398,5,398.0,True,False,False,,0.6666666666666666,0.0498825497925281,3,3,False,930.6,0.0,0.5,0.0
dpo,3b,552,450,5,80.0,False,False,False,,0.5,0.0021465085446834,2,2,False,854.8,0.0,0.30000000000000004,0.0
dpo,3b,554,54,5,,False,False,False,,0.0,0.0,0,0,False,917.8,0.0,0.0,0.0
dpo,3b,561,180,5,180.0,True,False,False,,0.5,0.3843490481376648,4,4,False,716.0,0.0,0.55,0.0
dpo,3b,567,9,5,9.0,True,False,False,,1.0,0.020817307755351,1,2,False,861.4,0.0,0.2,0.0
dpo,3b,572,100,5,100.0,True,False,True,100.0,1.0,0.0027821690309792,2,2,True,993.4,0.0,0.4,1.0
dpo,3b,575,36,5,2560.0,False,False,False,,0.5,0.0023237394634634,2,2,False,414.4,0.0,0.09999999999999998,0.0
dpo,3b,578,48,5,,False,False,False,,0.0,0.0,0,1,False,682.0,0.0,0.0,0.0
dpo,3b,584,2,5,,False,False,False,,0.0,0.0,0,0,False,843.2,0.0,0.0,0.0
dpo,3b,597,90,5,90.0,True,True,True,90.0,0.75,0.6735403537750244,4,5,True,844.0,1.0,0.65,1.0
dpo,3b,605,42,5,27.0,False,False,False,,1.0,0.003798902966082,1,2,False,671.4,0.0,0.09999999999999998,0.0
dpo,3b,610,65960,5,12260.0,False,False,False,,0.5,0.0008030146709643,2,3,False,856.4,0.5,0.2,0.0
dpo,3b,626,72,5,20.0,False,False,False,,0.3333333333333333,0.0037207275163382,3,3,False,468.6,0.0,0.4,0.0
dpo,3b,628,4,5,4.0,True,False,False,,1.0,0.0157041288912296,2,2,False,877.4,0.0,0.4,0.0
dpo,3b,629,17500,5,17500.0,True,True,False,,0.3333333333333333,0.1096986010670661,3,4,False,781.2,1.0,0.4,0.0
dpo,3b,631,4800,5,840.0,False,False,False,,1.0,0.0034499287139624,1,2,False,845.8,0.0,0.09999999999999998,0.0
dpo,3b,661,44,5,44.0,True,False,True,44.0,1.0,0.5602778196334839,1,1,True,704.0,0.0,0.2,1.0
dpo,3b,666,120,5,120.0,True,True,False,,1.0,0.3664173185825348,2,3,False,732.2,1.0,0.4,0.0
dpo,3b,668,3,5,32.0,False,False,False,,0.5,0.0,2,2,False,500.6,0.0,0.2,0.0
dpo,3b,670,4,5,12.0,False,False,False,,0.5,0.0037074296269565,2,2,False,470.8,0.25,0.25,0.0
dpo,3b,677,36,5,36.0,True,False,False,,1.0,0.3127403557300567,1,1,False,227.4,0.0,0.2,0.0
dpo,3b,679,576,5,576.0,True,False,False,,1.0,0.060772567987442,1,1,False,224.8,0.0,0.2,0.0
dpo,3b,701,200,5,200.0,True,False,False,,1.0,0.0084914239123463,1,1,False,905.4,0.0,0.15000000000000002,0.0
dpo,3b,704,50,5,50.0,True,True,False,,1.0,0.1069996207952499,2,2,False,436.0,1.0,0.4,0.0
dpo,3b,705,120,5,120.0,True,False,True,120.0,1.0,0.0007077358313836,1,1,True,352.0,0.0,0.2,1.0
dpo,3b,706,9,5,9.0,True,False,False,,1.0,0.4775782227516174,1,1,False,760.4,0.0,0.2,0.0
dpo,3b,710,45,5,,False,False,False,,0.0,0.0,0,0,False,668.0,0.0,0.0,0.0
dpo,3b,727,112,5,56.0,False,False,False,,0.5,0.024003067985177,2,3,False,966.8,0.5,0.2,0.0
dpo,3b,736,3,5,3.0,True,False,False,87.0,0.6666666666666666,0.1811816841363906,3,3,True,900.2,0.0,0.44999999999999996,0.25
dpo,3b,755,7,5,,False,False,False,4.5,0.0,0.0,0,0,True,291.0,0.0,0.0,0.0
dpo,3b,759,60000,5,60000.0,True,False,False,18000.0,0.5,0.1026968136429786,2,4,True,495.4,0.0,0.25,0.5
dpo,3b,762,85,5,85.0,True,True,False,,0.6666666666666666,0.7089009881019592,3,4,False,682.4,1.0,0.5,0.0
dpo,3b,764,14,5,,False,False,False,,0.0,0.0,0,0,False,282.4,0.0,0.0,0.0
dpo,3b,770,4,5,4.0,True,False,False,,0.5,0.5277381539344788,4,4,False,746.2,0.0,0.4,0.0
dpo,3b,771,3,5,3.0,True,False,False,18.0,0.6666666666666666,0.0022147148847579,3,3,True,743.8,0.0,0.5,0.5
dpo,3b,777,4400,5,,False,False,False,,0.0,0.0,0,0,False,855.0,0.0,0.0,0.0
dpo,3b,781,17,5,17.0,True,True,False,,1.0,0.0099956160411238,1,1,False,284.4,1.0,0.2,0.0
dpo,3b,783,4,5,9.0,False,False,False,,1.0,0.0,1,0,False,883.4,0.0,0.0,0.0
dpo,3b,792,75,5,,False,False,False,,0.0,0.0,0,0,False,246.8,0.0,0.0,0.0
dpo,3b,793,250,5,170.0,False,False,False,,0.5,0.0110214753076434,2,2,False,933.8,0.5,0.15000000000000002,0.0
dpo,3b,802,6,5,18.0,False,False,False,15.0,1.0,0.0183846801519393,1,2,True,865.2,0.0,0.09999999999999998,0.5
dpo,3b,803,9,5,11.0,False,False,False,,0.5,0.0051750019192695,2,2,False,859.4,0.0,0.30000000000000004,0.0
dpo,3b,806,70,5,,False,False,False,,0.0,0.0,0,0,False,849.8,0.0,0.0,0.0
dpo,3b,816,4500,5,3.0,False,False,False,3.0,0.5,0.0258648078888654,2,2,True,365.4,0.0,0.25,0.5
dpo,3b,839,2,5,2.0,True,True,True,2.0,1.0,0.2791019976139068,3,3,True,755.6,1.0,0.55,1.0
dpo,3b,842,10,5,,False,False,False,,0.0,0.0,0,0,False,200.6,0.0,0.0,0.0
dpo,3b,846,11,5,,False,False,False,,0.0,0.0,0,0,False,474.4,0.0,0.0,0.0
dpo,3b,852,123,5,123.0,True,True,True,123.0,0.3333333333333333,0.0,3,2,True,728.6,0.0,0.2,1.0
dpo,3b,855,13,5,13.0,True,True,False,,1.0,0.2787593901157379,3,3,False,733.0,1.0,0.6,0.0
dpo,3b,859,1520,5,560.0,False,False,False,,1.0,0.003840773133561,2,2,False,724.4,0.5,0.2,0.0
dpo,3b,881,16,5,16.0,True,False,False,,1.0,0.3129534721374511,2,2,False,565.0,0.0,0.2,0.0
dpo,3b,886,20,5,20.0,True,False,False,,0.5,0.0019887420348823,2,2,False,561.6,0.0,0.30000000000000004,0.0
dpo,3b,888,10,5,40.0,False,False,False,,1.0,0.0008282118360511,1,1,False,367.0,0.0,0.0,0.0
dpo,3b,889,15,5,15.0,True,False,False,,0.75,0.0389253981411457,4,5,False,837.4,0.5,0.7,0.0
dpo,3b,894,26,5,,False,False,False,,0.0,0.0,0,0,False,925.6,0.0,0.0,0.0
dpo,3b,895,74,5,74.0,True,False,True,74.0,0.6666666666666666,0.4385822117328644,3,3,True,585.0,0.0,0.5,1.0
dpo,3b,898,110,5,110.0,True,True,False,,1.0,0.7297692894935608,3,4,False,570.6,1.0,0.6,0.0
dpo,3b,912,6,5,6.0,True,False,False,7.5,1.0,0.0038034052122384,1,3,True,1002.0,0.0,0.2,0.25
dpo,3b,932,24,5,25.0,False,False,False,,1.0,0.6006155610084534,1,1,False,263.2,0.0,0.0,0.0
dpo,3b,933,15,5,15.0,True,True,False,,0.6666666666666666,0.2556747198104858,3,3,False,631.0,1.0,0.5,0.0
dpo,3b,939,650,5,650.0,True,False,True,650.0,1.0,0.2187490612268448,4,4,True,895.2,0.0,0.8,1.0
dpo,3b,952,360,5,1080.0,False,False,False,,0.5,0.4634269177913666,2,2,False,348.6,0.0,0.04999999999999999,0.0
dpo,3b,962,1000,5,600.0,False,False,False,600.0,0.6666666666666666,0.0018690730212256,3,3,True,624.2,0.25,0.25,0.25
dpo,3b,963,147,5,55.0,False,False,False,,1.0,0.1771056056022644,1,2,False,727.4,0.0,0.0,0.0
dpo,3b,970,33,5,33.0,True,False,False,,0.5,0.0027822873089462,4,4,False,821.0,0.5,0.5,0.0
dpo,3b,973,79,5,3.0,False,False,False,,1.0,0.1962335705757141,1,2,False,767.0,0.0,0.0,0.0
dpo,3b,1003,480,5,200.0,False,False,True,480.0,0.3333333333333333,0.0028374816756695,3,4,True,1016.6,0.0,0.30000000000000004,1.0
dpo,3b,1004,8,5,8.0,True,False,False,,1.0,0.1108924075961113,1,1,False,631.6,0.0,0.2,0.0
dpo,3b,1009,1875,5,,False,False,False,,0.0,0.0,0,0,False,803.4,0.0,0.0,0.0
dpo,3b,1018,60,5,,False,False,False,,0.0,0.0,0,1,False,519.0,0.0,0.0,0.0
dpo,3b,1033,2,5,2.0,True,False,False,,1.0,0.1561932563781738,3,3,False,810.4,0.0,0.6,0.0
dpo,3b,1036,10,5,,False,False,False,,0.0,0.0,0,1,False,385.4,0.0,0.0,0.0
dpo,3b,1043,130000,5,55000.0,False,False,False,26.0,1.0,0.0087488023564219,1,2,True,421.8,0.0,0.09999999999999998,0.5
dpo,3b,1046,189,5,47.25,False,False,False,,0.25,0.541340172290802,4,4,False,881.0,0.25,0.25,0.0
dpo,3b,1052,110,5,110.0,True,True,False,,1.0,0.1470520943403244,3,3,False,519.4,1.0,0.6,0.0
dpo,3b,1067,245,5,175.0,False,False,False,,0.3333333333333333,0.0016653294442221,3,3,False,943.4,0.5,0.25,0.0
dpo,3b,1068,24,5,24.0,True,True,False,,1.0,0.4003801941871643,4,4,False,815.6,0.75,0.55,0.0
dpo,3b,1083,2,5,2.0,True,False,False,,1.0,0.6684943437576294,2,3,False,410.4,0.0,0.4,0.0
dpo,3b,1089,32,5,32.0,True,True,False,192.0,0.5,0.0027565925847738,2,3,True,630.0,1.0,0.30000000000000004,0.5
dpo,3b,1090,72,5,72.0,True,False,True,72.0,1.0,0.5141478180885315,3,4,True,707.8,0.0,0.6,1.0
dpo,3b,1091,1000,5,1000.0,True,True,False,,1.0,0.30487921833992,4,4,False,734.6,1.0,0.8,0.0
dpo,3b,1092,1080,5,810.0,False,False,False,810.0,1.0,0.0025740510318428,1,2,True,652.2,0.0,0.09999999999999998,0.5
dpo,3b,1096,240,5,144.0,False,False,False,,0.5,0.0865382030606269,2,3,False,816.2,0.0,0.2,0.0
dpo,3b,1100,5,5,5.0,True,True,False,,1.0,0.0855520889163017,3,3,False,579.6,1.0,0.6,0.0
dpo,3b,1112,5,5,3.0,False,False,False,9.0,0.6666666666666666,0.0057966131716966,3,3,True,919.2,0.0,0.25,0.5
dpo,3b,1113,-3,5,-3.0,True,False,False,,0.6666666666666666,0.5600030422210693,3,3,False,465.4,0.0,0.4,0.0
dpo,3b,1115,5,5,5.0,True,False,False,7.0,1.0,0.0105641493573784,1,1,True,313.2,0.0,0.2,0.25
dpo,3b,1118,5,5,,False,False,False,,0.0,0.0,0,0,False,867.2,0.0,0.0,0.0
dpo,3b,1122,18,5,,False,False,False,,0.0,0.0,0,0,False,940.0,0.0,0.0,0.0
dpo,3b,1128,9,5,9.0,True,False,False,2.0,1.0,0.7367594838142395,1,2,True,496.6,0.0,0.2,0.0
dpo,3b,1131,96,5,96.0,True,True,False,,1.0,0.2006801068782806,2,3,False,511.2,1.0,0.4,0.0
dpo,3b,1143,300,5,300.0,True,False,False,,1.0,0.2799137830734253,2,2,False,450.6,0.0,0.4,0.0
dpo,3b,1149,93,5,93.0,True,False,False,,1.0,0.3691243529319763,3,4,False,480.4,0.0,0.6,0.0
dpo,3b,1158,7300,5,9300.0,False,False,False,,1.0,0.0277356412261724,1,1,False,971.8,0.0,0.09999999999999998,0.0
dpo,3b,1171,3160,5,3160.0,True,False,False,,0.5,0.7538876533508301,2,2,False,885.2,0.0,0.30000000000000004,0.0
dpo,3b,1182,1800,5,1800.0,True,False,False,,1.0,0.0045538544654846,2,2,False,379.8,0.0,0.4,0.0
dpo,3b,1192,280,5,,False,False,False,310.0,0.0,0.0,0,0,True,721.4,0.0,0.0,0.25
dpo,3b,1205,4,5,4.0,True,True,False,,1.0,0.2697525322437286,3,3,False,808.6,1.0,0.6,0.0
dpo,3b,1211,448,5,448.0,True,False,False,,1.0,0.8262627720832825,1,1,False,517.0,0.0,0.2,0.0
dpo,3b,1221,10,5,10.0,True,False,False,,0.5,0.006083904299885,2,2,False,628.8,0.0,0.25,0.0
dpo,3b,1223,8,5,16.0,False,False,True,8.0,0.5,0.0043394430540502,2,2,True,608.2,0.0,0.25,1.0
dpo,3b,1225,3,5,8.0,False,False,True,3.0,0.5,0.0555103346705436,2,2,True,681.0,0.0,0.25,1.0
dpo,3b,1237,78,5,89.0,False,False,False,,1.0,0.0032106975559145,1,2,False,263.0,0.5,0.09999999999999998,0.0
dpo,3b,1261,235,5,235.0,True,True,False,,0.5,0.0247454028576612,4,4,False,617.4,1.0,0.7,0.0
dpo,3b,1274,38,5,38.0,True,True,True,38.0,1.0,0.075764462351799,2,1,True,455.6,1.0,0.2,1.0
dpo,3b,1276,70,5,70.0,True,True,False,,1.0,0.1604516059160232,4,4,False,779.4,1.0,0.8,0.0
dpo,3b,1277,48,5,48.0,True,False,False,,0.5,0.283778965473175,2,2,False,346.0,0.0,0.25,0.0
dpo,3b,1284,25,5,25.0,True,True,False,30.0,0.6666666666666666,0.8787097334861755,3,3,True,624.4,1.0,0.5,0.25
dpo,3b,1295,2,5,2.0,True,False,False,,1.0,0.0729160010814666,1,1,False,981.4,0.0,0.2,0.0
dpo,3b,1303,4,5,,False,False,False,,0.0,0.0,0,0,False,1008.6,0.0,0.0,0.0
dpo,3b,1305,2325,5,2325.0,True,False,False,7995.0,0.75,0.7921567559242249,4,5,True,929.6,0.25,0.65,0.5
